task_id,dataset,source_split,image_file,width,height,prefilled_kie_regions,sha256
member4-0030,UIT-MLReceipts,test,images/001368.jpg,2048,1536,7,e0eca8c4166b6a8a26de6891bb8e131f98abcc714db50aaa4d7993059559c124
member4-0031,UIT-MLReceipts,test,images/001369.jpg,2048,1536,4,4a1ec14d754aa6fdf2b246dc0bb8a6ed1818c6939f9b61cf41e147150d8d223d
member4-0032,UIT-MLReceipts,test,images/001376.jpg,960,1280,7,b95a7f60fd3f4c9f01940a1696e44879a361666af48e0622bb75565e8a54f2ee
member4-0033,UIT-MLReceipts,test,images/001377.jpg,1536,2048,7,7df5f682e4a2190938ef90b300eee571c0526684c5d7ed6f9f83047c04f58e2c
member4-0034,UIT-MLReceipts,test,images/001378.jpg,2048,1536,5,bfadd4703fee74f41da2a0dfe0015e184c8cf95991b44b6f7b905cee754b9fec
member4-0035,UIT-MLReceipts,test,images/001380.jpg,1536,2048,7,a4fc1648c9b03997ae95e3251337c8895273849389489d58995be97480d5b3fe
member4-0036,UIT-MLReceipts,test,images/001381.jpg,956,1276,5,9ad44aa9e9da2bb36bfaf7c32dcd30590532e7dcf8fc17fe164c73b16585eb4e
member4-0037,UIT-MLReceipts,test,images/001382.jpg,2048,1536,5,f76ae8dc77804ee608cdefe4004ca72044a9a75ea62f9b4d8cc5358710e14554
member4-0038,UIT-MLReceipts,test,images/001384.jpg,459,918,5,cf249378daa7eebea427c33a34fcc603d5a9c0d4d981b3def510bca5d3038a70
member4-0039,UIT-MLReceipts,test,images/001385.jpg,1536,2048,4,b963e2bc5d47d7b20447e06eeaf483eb90a52c315f46f4e694537c03c5be8078
member4-0040,UIT-MLReceipts,test,images/001386.jpg,2048,1536,4,96f1eaeec53f869717acbad8bbb06781f07c442f066392fb880365a3408b4cd5
member4-0041,UIT-MLReceipts,test,images/001387.jpg,1536,2048,4,96e28d07ff01173c42b32a56cfc10424017ceb13b9933cc71dabdd803ba72272
member4-0042,UIT-MLReceipts,test,images/001388.jpg,2048,1536,7,38de645c3e1a705925f381cb9f91e3651b8378f525005a646e8ff21658e6a148
member4-0043,UIT-MLReceipts,test,images/001389.jpg,2048,2048,5,1fcd13092bb80c97acc2a4c2055f81180be58c7d6697070923c24ed0dd9bf3d5
member4-0044,UIT-MLReceipts,test,images/001390.jpg,2048,1536,7,14449ce0796e055bb6624b72a1f84980b9b314be97bb6b3bca7259fcdb813373
member4-0045,UIT-MLReceipts,test,images/001391.jpg,720,960,3,bb7250c93c796a2e5d2fbefe5b051e0254d7945e88664b130f27432ddc1812c4
member4-0046,UIT-MLReceipts,test,images/001392.jpg,720,960,6,c513f546fc24b35fe536ec808f5415f711b4f04f29499d226fd6b80e2088388d
member4-0047,UIT-MLReceipts,test,images/001393.jpg,2048,1536,4,a1026595478eb543fda6cd308226b079a7dcc5eef621a4fa5ef99ad7a76b1205
member4-0048,UIT-MLReceipts,test,images/001394.jpg,1080,1920,7,05659699faa188513d5f555c8ea000183979cb5ff77cfc00fbd37bda7a745ead
member4-0049,UIT-MLReceipts,test,images/001395.jpg,1536,2048,7,5cf70e268acf5bd8908399c645f64228ef90dd83730dba630a88cb679662b613
member4-0050,UIT-MLReceipts,test,images/001396.jpg,1536,2048,5,e02b148d5661c0c8e14d88778ba47160940ef57caeed8ef7a006b616efd09e17
member4-0051,UIT-MLReceipts,test,images/001397.jpg,2048,1536,4,ccf0353594ba95760a68885978192ce95f779b16efd9f282a3447893df4d1014
member4-0052,UIT-MLReceipts,test,images/001398.jpg,1152,2048,7,9966f6eb31b317f06e12a9e8acf46e6d33977311c726f2f0be2501b93dc2d68c
member4-0053,UIT-MLReceipts,test,images/001399.jpg,2048,1536,7,a40d6d604532394d472fc295aaf06734aae363ebb661ca1abfbf7dc7ad1bccf2
member4-0054,UIT-MLReceipts,test,images/001400.jpg,2048,1536,6,87fd61bc93de6fec39f38d0762b2d8aa656b1b71ae52f86e80a0a70bd79192a5
member4-0055,UIT-MLReceipts,test,images/001401.jpg,2048,1536,7,3b1dcaba52204158bfc18e1a44df84609119e5686d80386a1dd980a69435ab76
member4-0056,UIT-MLReceipts,test,images/001402.jpg,1536,2048,6,d8e06d078483af416ec41606b25eeef72e5fca4701d9e91cac279f2757fe8d79
member4-0057,UIT-MLReceipts,test,images/001403.jpg,960,1280,6,dabcc09ec5a7a072a93c47dc22fb66ba7bb581da158fbcef870068835f331a38
member4-0058,UIT-MLReceipts,test,images/001404.jpg,2048,1536,5,bcffa36f5b076f86dabf17d51a9b1f5511358b188ee4a939999e2fab31b068e9
member4-0059,UIT-MLReceipts,test,images/001405.jpg,1536,2048,6,bedd7a039268d77a519be2f45aa3559298adfc6c8c1a7954c74a9b81e00417be
member4-0060,UIT-MLReceipts,test,images/001406.jpg,720,1280,5,5b366056139fd3e4a954b8af851206696bdd9fa85a0466db95de72f780e310ec
member4-0061,UIT-MLReceipts,test,images/001407.jpg,2048,1536,6,e4813574d6feff7fd703a293e5dadc72dfbffa3df19c55c5ede0164cd15910d0
member4-0062,UIT-MLReceipts,test,images/001408.jpg,1536,2048,4,d384e8474dd096ef27ac211dcaae661bbc89e2a3017d933395d062692d0743ea
member4-0063,UIT-MLReceipts,test,images/001409.jpg,2048,1536,7,5bb1d12c9668f0b78e6017af0a5bd049803416bfe17ce05428bd29ca3e08d7f0
member4-0064,UIT-MLReceipts,test,images/001410.jpg,1536,2048,7,3da0f4ff57aca33ee8a6ce766ffffe59fb82b720ff46035a6a57edfcdceeb44a
member4-0065,UIT-MLReceipts,test,images/001411.jpg,1536,2048,4,2ba0781819b48524fb3f8c1bd28ae142b071b3073b8d666cc6e04950daed6cbf
member4-0066,UIT-MLReceipts,test,images/001412.jpg,2048,1536,4,ad0112cec981c84fd1f6aef033c7df1d90046fca71e46f7e340b7e8d657d3155
member4-0067,UIT-MLReceipts,test,images/001413.jpg,2048,1536,7,df48afcab28c73530000ae1665908af59270ab822854d6000a79b75679f52e70
member4-0068,UIT-MLReceipts,test,images/001415.jpg,960,1280,4,e1e07a57c49bfc58f00f9856966044a478ca192dffb7c7893d17897735f623cd
member4-0069,UIT-MLReceipts,test,images/001416.jpg,960,1280,7,3918c4df98079787fec036eff92b5db4be5782e519cee5cc26f158ac01dafd60
member4-0070,UIT-MLReceipts,test,images/001417.jpg,956,1276,7,3754fd6bed54fc79b9d610dcfced5ac0d014a10d76de55420ee16fbfb18b3f1d
member4-0071,UIT-MLReceipts,test,images/001418.jpg,2048,1536,7,0980d7d080332788a2a6e2074ffb8e6c6ca501d8af8f1368528a44c423634e0f
member4-0072,UIT-MLReceipts,test,images/001419.jpg,1536,2048,4,02e25620cd187488d174d14fc0049c838e2b453a16244b3408283267b0209eee
member4-0073,UIT-MLReceipts,test,images/001420.jpg,1536,2048,4,132e5c1f77e3e8408a83d0f7ca4f11449229cccd098670a35d3856b860f2b60c
member4-0074,UIT-MLReceipts,test,images/001421.jpg,1536,2048,5,2d4b6bb5cc84aac7cfdb69a9f6405a9931d433361e0a1e5ef075a8fb559b2afb
member4-0075,UIT-MLReceipts,test,images/001422.jpg,487,960,5,76db1473b1660f4076786314ab87fa8ade042df74272ac850dafc3daf631c0fa
member4-0076,UIT-MLReceipts,test,images/001423.jpg,1536,2048,5,f3d41bb4ddef6d4af2443726cde94211ac1e584dd5c16d6b40f91cbd559cc5f6
member4-0077,UIT-MLReceipts,test,images/001424.jpg,2048,1536,4,c891c8a6e2ea21a93319993607bd72b77aee010e186b25b1ef999453f7f64a5b
member4-0078,UIT-MLReceipts,test,images/001425.jpg,1536,2048,7,5ae790dec62bfe10f4833cac412467cd8ea0e4e5bc0f0c3cdc90847e480a7728
member4-0079,UIT-MLReceipts,test,images/001426.jpg,528,960,6,3a28bccc0f8d92e6393825e326c95dc1f08073d2fe5edfa757f8ebc0091eee77
member4-0080,UIT-MLReceipts,test,images/001427.jpg,1536,2048,7,0b56bab2f03a3b3d1753222578a1eaa78683eceb3697c0a3e1a9df789ec57857
member4-0081,UIT-MLReceipts,test,images/001428.jpg,750,1333,6,cde7666808bf7814f5f2ffe3e3d3d8039f47318fa94bb80b2650d4e46a4851f9
member4-0082,UIT-MLReceipts,test,images/001429.jpg,1536,2048,4,aee093de6ffcd99d16c0906229d23ddd66fbf628a7451874d124ae15bf6a380e
member4-0083,UIT-MLReceipts,test,images/001431.jpg,2048,1536,4,6b87912c2574773591ff1de854077b67270a32daaaa3dcc38c2307e816b1ac70
member4-0084,UIT-MLReceipts,test,images/001432.jpg,720,960,6,0040afae1a84fc4619d90e641f93d6fa1565ccd8cd521271032fac890411d92d
member4-0085,UIT-MLReceipts,test,images/001433.jpg,2048,1536,4,8831a42fd2fc22e31f90fe63cc84be1172809bc79ce2f804325a9f5b3fe18290
member4-0086,UIT-MLReceipts,test,images/001435.jpg,2048,1536,5,6b1a8807b94df66d0a70135430c4145c113c4cfbf232b6312c90595ae0c6d636
member4-0087,UIT-MLReceipts,test,images/001436.jpg,2048,1536,6,9e88db0b431e456d331bee0bc27fe610119e28c3079418d65fa533b8ec46ed0e
member4-0088,UIT-MLReceipts,test,images/001437.jpg,2048,1536,5,9c2cc7d8ad7be8677e83c5319cbb13c9ae4d15d853179a83c6652dc4d3e50e38
member4-0089,UIT-MLReceipts,test,images/001438.jpg,459,918,5,e22a522a056019d5f0de062efc27468eba63c1c6e3f06bd02e52de99464aa7cf
member4-0090,UIT-MLReceipts,test,images/001439.jpg,2048,1536,7,d2c9771dee97b5a39f6331b3ffdc729e69d512334f2fe7d09e8fc546529ddcb3
member4-0091,UIT-MLReceipts,test,images/001440.jpg,2048,1536,4,ad497e4d5aa5c992df68a705c846bd5f6a43888c09d0dbf9f997df17a868a2dc
member4-0092,UIT-MLReceipts,test,images/001441.jpg,540,960,6,10f8bd9c48960d27b25a930cfdf81ad7f03ca04aa2c231e722d238423ac68436
member4-0093,UIT-MLReceipts,test,images/001442.jpg,2048,1536,6,38a7039fce4488f82f54ea8b792510d7cc2f98ea187966cd5cbc9027572d3cc7
member4-0094,UIT-MLReceipts,test,images/001443.jpg,1536,2048,7,ca77ccacae3c367ebc2647351b4924ef03f447403ed159b284e6225791899df0
member4-0095,UIT-MLReceipts,test,images/001444.jpg,2048,1536,7,9d8b664ffe2fa350669c46931908a0d94433c49e0e6a776aac107de0165fb8c4
member4-0096,UIT-MLReceipts,test,images/001445.jpg,1536,2048,7,953350fb07f693e9c3f5dedeb65d26dd7ea254813df063ebb3f70b36343637e1
member4-0097,UIT-MLReceipts,test,images/001446.jpg,720,960,4,4bcef131c10e7375b429c2f4033510859cb37fe6f2d8e2a5db976d286f217276
member4-0098,UIT-MLReceipts,test,images/001447.jpg,1536,2048,7,4f8f8d343edff3dad1bca0ff395b517c5e75b6c3cf39b621df39d9b94c3a49cb
member4-0099,UIT-MLReceipts,test,images/001448.jpg,1536,2048,4,e25df8e161d831140d1c70fd5b20ff1b11395a07cd927813b7c183ee462b1dc0
member4-0100,UIT-MLReceipts,test,images/001449.jpg,2048,1536,7,140ef01e22da2459a207e785d98c86be6621c68a2a506a572f9006cdcd178f0d
member4-0101,UIT-MLReceipts,test,images/001450.jpg,1536,2048,7,30943609c817f0a3416a04168b02a5706cc6e06519693e56d613cb05289af907
member4-0102,UIT-MLReceipts,test,images/001451.jpg,302,403,7,32df065fbe8ea503eebd53d203d70eb6d71fc5f43fec11c50b50b44c4978c190
member4-0103,UIT-MLReceipts,test,images/001452.jpg,1536,2048,4,fbab971bafe157431b8b2ae815f2243b8c248c3df10d24e7f1efc96716453be3
member4-0104,UIT-MLReceipts,test,images/001453.jpg,2048,1536,4,154cb4b4d53c90271861856a282d019be90ecd6f33634624c972edb40e0f0ca5
member4-0105,UIT-MLReceipts,test,images/001454.jpg,2048,1536,7,556cf55ac363138c69def02df85ba860c0f5312da2e5e293977f0c00b274e6f9
member4-0106,UIT-MLReceipts,test,images/001455.jpg,2048,1536,5,936c15b4c04eb88e34e1381922fb4f33c5133c4e486ed82af1240333128492c6
member4-0107,UIT-MLReceipts,test,images/001456.jpg,1536,2048,7,00ccd330b73d6d50b7d94052d7b5c75131cd5257bc4934631908f2acbcbc9dbe
member4-0108,UIT-MLReceipts,test,images/001457.jpg,2048,1536,7,64585c417a796a033d83d9e8b9bbe045aa7de0ad755c8b36fd4e2bf6470ebff6
member4-0109,UIT-MLReceipts,test,images/001458.jpg,2048,1536,5,2e0759a68084d5814e29455eb97fbf130f51b0d229368bd9afac7201fa89dcc0
member4-0110,UIT-MLReceipts,test,images/001459.jpg,2048,1536,4,ddbc9121863fef8c076c7454686803c644221868777a92f63f0645e0877e91c2
member4-0111,UIT-MLReceipts,test,images/001460.jpg,2048,1536,5,47e16eb992ff766286ccb8a9f45b1fca9c0f9557d242283111a6e75252944846
member4-0112,UIT-MLReceipts,test,images/001461.jpg,720,960,6,e7a93bea7d05db487dc5a9f3379d3d16a9723c2b9e66c8bbeae4dd3ed406a643
member4-0113,UIT-MLReceipts,test,images/001462.jpg,1536,2048,6,419b03aa874aad5c5aa578cc7dd1db3722f7b7281de2e27ffcaf68386791b0f9
member4-0114,UIT-MLReceipts,test,images/001463.jpg,1536,2048,5,c6a0bc15f9df6eedb3fa074aa49ab2bfbbbef228af7d3c574980782860699d8f
member4-0115,UIT-MLReceipts,test,images/001464.jpg,1536,2048,4,5b6297c7c4ee30e5d6a877f74c816fd430fcd9cf9424dd13cebd7240998dabe7
member4-0116,UIT-MLReceipts,test,images/001465.jpg,1536,2048,4,223b20713da0299491005be8f72dad15cfab5cf4ec100acf629069b55f73daac
member4-0117,UIT-MLReceipts,test,images/001467.jpg,2048,1536,7,3f1d1f291373327a7bab010907b5a65fefded031a67f5c386fb18824b40ff7d5
member4-0118,UIT-MLReceipts,test,images/001468.jpg,1536,2048,7,a4be2bb5738939108ba48e3dcc2d03b54e62dc9198e02f9c2cfdc1eabecae2f2
member4-0119,UIT-MLReceipts,test,images/001469.jpg,1536,2048,7,ca0613bfd998d1cc5ee70a5227048b6ccf24017260b18a4e074bc7a790c518fd
member4-0120,UIT-MLReceipts,test,images/001470.jpg,1536,2048,10,50bb41edcf76f67c650ee3a675df4553af42d7b708f99ffe9a2ccd2434bee231
member4-0121,UIT-MLReceipts,test,images/001471.jpg,2048,1536,6,58c045e5e1920b07a15befbe6705fcc0ecc25ae052cfb6119d46760c9698f775
member4-0122,UIT-MLReceipts,test,images/001473.jpg,2048,1536,6,b48b4db7e633600e4e26b15b8bfc73771aa3133df3137c7429aab2ed99fae79f
member4-0123,UIT-MLReceipts,test,images/001474.jpg,2048,1536,8,c55a8d2f891ef34ee571ef598508e9cfef23b14ea1ad3c6e37bb459bd292accb
member4-0124,UIT-MLReceipts,test,images/001475.jpg,720,960,3,dcb0d9fe81d49b7c0f497a23da7f85c16495cac2bcdab0f28c0b354f20708393
member4-0125,UIT-MLReceipts,test,images/001476.jpg,842,1280,5,46ed0797e5ca236675d817a75938566bbf968186997540faae222ab5620858e4
member4-0126,UIT-MLReceipts,test,images/001477.jpg,960,1280,6,ea9d9d6509b50b0ee2b35a5bf15c14132b5eead59dcd0cf5c3adee0e516c5f44
member4-0127,UIT-MLReceipts,test,images/001478.jpg,2048,1536,4,b7af26faf7ceae971259a8ba8c63b08429b37b34d9a691f37e8275a143c5b431
member4-0128,UIT-MLReceipts,test,images/001479.jpg,1536,2048,4,4e3b91947269229f1609530ab1082b1f9ffeb88b4b6b50deab0b580b0e0b78df
member4-0129,UIT-MLReceipts,test,images/001480.jpg,1536,2048,5,9d91d7e97e0293a2fd5b2f4f7711ca4f8a833982726904c64bc6a59a64d9935f
member4-0130,UIT-MLReceipts,test,images/001481.jpg,1532,2048,7,8c70cbb51effe9ed38a050a0bc64a1be8582dbf57cf2822b8d548aaa0c7a295b
member4-0131,UIT-MLReceipts,test,images/001482.jpg,2048,1536,7,d75c4c2b7b1a9f96c2f26c8efa68988ff5f426e47f3ca59dacd27d9dcd5490cd
member4-0132,UIT-MLReceipts,test,images/001483.jpg,2048,1152,5,c8e78ad11edf0a87ada3ddea1e7c5963194f397cc369527802a6f3a0b0cb2326
member4-0133,UIT-MLReceipts,test,images/001484.jpg,2048,1536,7,003d40d1f8442c4bbc8c9aa90e62c236efb3c12e619d2afa9bf7ddafdd3f9538
member4-0134,UIT-MLReceipts,test,images/001485.jpg,1536,2048,5,6300623c4cddf76252687b1d026c7a976130289ee363059cd65c16db0188ab32
member4-0135,UIT-MLReceipts,test,images/001486.jpg,2048,2048,9,244df3cb1c13bb31fb648cf030554830d0c3b0d1d1d210bbf1b2a6b6753b9408
member4-0136,UIT-MLReceipts,test,images/001487.jpg,720,960,6,c0059413a4f8e558c4403995018a4743d5a5656020ede4f9a186b74cd38362d1
member4-0137,UIT-MLReceipts,test,images/001488.jpg,960,1707,7,9782c9e3a9d2fd94ab7ded7b069d89f57b0645118b1e848837bb6b107b7c4817
member4-0138,UIT-MLReceipts,test,images/001489.jpg,2048,1536,7,159f2d93a571c9e282d9da647eec3eace27ffaf9265f7ad71303ad745d706d02
member4-0139,UIT-MLReceipts,test,images/001490.jpg,2048,1536,7,71bd3645e676851e11eb708ae0d8d5283604da18b3fbdb0f6cf9a9e4b8acf339
member4-0140,UIT-MLReceipts,test,images/001491.jpg,1152,2048,6,55e98117fd52a6a37a062da8a73d1f2550feff36c306302d63845193f8782520
member4-0141,UIT-MLReceipts,test,images/001492.jpg,2048,1536,7,78916ab080a6dcf5d6b1c6d234628bf061fb8c0064d81f4407eee018c594dfc1
member4-0142,UIT-MLReceipts,test,images/001493.jpg,720,960,4,3de53efd6db9bd2e1c3758d090ac86a480bb0eaaba866cd62a3d6a019385885f
member4-0143,UIT-MLReceipts,test,images/001494.jpg,2048,1536,7,f0854c1f291a88f526e6b66e4187b19298d523a8389e35c1ad04f3533e86660e
member4-0144,UIT-MLReceipts,test,images/001495.jpg,1536,2048,7,ee040d75a2fc5504177053576a336fb4cd00490f619fc021f8bacf69b1676476
member4-0145,UIT-MLReceipts,test,images/001496.jpg,1536,2048,7,f88574f66f74b01fbdf68fd5f0d70c881e3896efaa7070013487199045afd4ec
member4-0146,UIT-MLReceipts,test,images/001497.jpg,459,918,7,a632d8b6620ae45c99f9c9fdbd4bb5b38e8d4ffc0bf6b1c699f693040d827de9
member4-0147,UIT-MLReceipts,test,images/001498.jpg,2048,1536,7,e0e8eb044a7c779d42ca985ff04ffa4beb9762238e06be82eca8d00072310026
member4-0148,UIT-MLReceipts,test,images/001499.jpg,1152,2048,7,08c83b2f9d7330976b7d0c6688d52901dfc863b4bdb3f97217e8dd7c067d3297
member4-0149,UIT-MLReceipts,test,images/001500.jpg,302,403,6,dac1a008ab9aff7f26e07034a84ad473a47815f1ee4ec5f615ec862b8d4c0374
member4-0150,UIT-MLReceipts,test,images/001501.jpg,1536,2048,7,c3c6c4bd46d8a4b0ca9c53fb192f2d9287e3c7edbaca4d4a2c4679103c376466
member4-0151,UIT-MLReceipts,test,images/001502.jpg,1536,2048,7,027fc9c9d1e40a32b2d43d0c14b0c55bd5eae0026185c4cd24929b648fe39681
member4-0152,UIT-MLReceipts,test,images/001503.jpg,1536,2048,7,9e8da41cf338bc36dc8c99cf0e9a15581b35885cb6cf5448c8e9627772efe941
member4-0153,UIT-MLReceipts,test,images/001504.jpg,2048,1536,5,1217f95dba0adb3834dcc731d835bf198eb124e8727318771a4a5cc02ce170c8
member4-0154,UIT-MLReceipts,test,images/001505.jpg,2048,1536,7,22c5fcac186316c6f31fdb2bfd2b6b7765133fe9a0b5e065c3da12b9d19c737e
member4-0155,UIT-MLReceipts,test,images/001506.jpg,1536,2048,7,b966ecf490c45a7f1964197737770ecd596614e749f90b46cd304c0235687587
member4-0156,UIT-MLReceipts,test,images/001507.jpg,1536,2048,5,bd2775f98c21f2580299ad2772def23f5e07d152d6ec23a93b174e2dcc8875f6
member4-0157,UIT-MLReceipts,test,images/001508.jpg,2048,1536,5,c9557c856833bc6140151c075ad956e712b2591fa27f654fb9a646c8893b4f4e
member4-0158,UIT-MLReceipts,test,images/001509.jpg,2048,1536,7,0cddad728718151016a8025cfab748cbbcff62ea533cfc6e599ac0e6f958282c
member4-0159,UIT-MLReceipts,test,images/001510.jpg,2048,1536,7,a35f8af7321be9ced2cbb9538fe9f4d9d17fa49c22bcb52c6000f61ca847b27d
member4-0160,UIT-MLReceipts,test,images/001511.jpg,1536,2048,5,0be2564bc46cc425f49cf156aef79badfcbc62af0f6ce1e5dd3b5c674a69035d
member4-0161,UIT-MLReceipts,test,images/001512.jpg,1536,2048,4,d4092d125a172ad0b0eec9448059aea402f5ce4162cced3ad5aa1660d3bbd4d5
member4-0162,UIT-MLReceipts,test,images/001513.jpg,960,1707,6,aede3ea2625ed214a139d46ced0794fb41ffe70f1b84588a1810484d55a2aa1d
member4-0163,UIT-MLReceipts,test,images/001514.jpg,1126,2048,5,f250b3d747b61926844f3b546186fae49bb7322eb1c344da85837d735ad7cfbd
member4-0164,UIT-MLReceipts,test,images/001515.jpg,2048,1536,4,8ce5fc0a7a47db9e40af8f20268538192cbfa14c9c7c108cec7bc59daa28eda8
member4-0165,UIT-MLReceipts,test,images/001516.jpg,459,918,4,0efc753d6e3ad8c1f934b969d07bbebceb248cdeb54275c3586c6ab13833ed1d
member4-0166,UIT-MLReceipts,test,images/001517.jpg,2048,1536,4,3c3013f8be75ad5d33a58a6a3e63039a67c850737718e47f68dc7e2e3170d79a
member4-0167,UIT-MLReceipts,test,images/001518.jpg,1536,2048,5,8ee0f66cbe8a3f5b8ec1145f3c7e37bdffa0d302266f10a7087045ec5e91af8a
member4-0168,UIT-MLReceipts,test,images/001519.jpg,960,1280,7,f82b2a6a3d7f57b6663a7777bd6dc4c139f0b31d45848760167eca5ff3bc8219
member4-0169,UIT-MLReceipts,test,images/001520.jpg,1536,2048,4,4267ecbf3ec072e1dfa7b143884ce09f73edfb2ca1d9d0b4dc3dca16716ad699
member4-0170,UIT-MLReceipts,test,images/001521.jpg,1276,956,5,4b643b0df81262df1d2cb85e4c65e0ae3c7d17f5572ee46a91626f492470aa23
member4-0171,UIT-MLReceipts,test,images/001522.jpg,2048,1536,8,fd25d1c6d1d460450fe1684e564474b85aede72c881d97b4069aa8532fc687e2
member4-0172,UIT-MLReceipts,test,images/001523.jpg,302,403,7,de626ec568b3e038ef607f425c28941388bc467706aa12ae639ee393b0f6f7cd
member4-0173,UIT-MLReceipts,test,images/001524.jpg,720,960,4,1d527efd0fac05e37244217357ca98eb5042a7f1907d02da4a79b92058dbdb64
member4-0174,UIT-MLReceipts,test,images/001526.jpg,2048,1152,5,c07c5417ab2a1a4c8cf395d903d9a12829a94ebc038ca2d8317280f081c8e46e
member4-0175,UIT-MLReceipts,test,images/001527.jpg,720,960,7,551714b0deeba91e608b546ad782452ae1e810136f7ca3f5538b5b77cba08aa8
member4-0176,UIT-MLReceipts,test,images/001528.jpg,1152,2048,4,cd5b753e0ff71e88f4c74ee7a595110f91069fc3d411a3f2110f6252cb9e2e53
member4-0177,UIT-MLReceipts,test,images/001529.jpg,1536,2048,7,795c540966feeda6cb42fce9a6f32090b38ec286382901e9ec1068ead073efbf
