task_id,dataset,source_split,image_file,width,height,prefilled_kie_regions,sha256
member1-0048,UIT-MLReceipts,train,images/000297.jpg,2048,1536,7,bbb646ee95ea868c327008ef391869e53842d1ad51fe7e21e8fa2c1fb807264c
member1-0049,UIT-MLReceipts,train,images/000298.jpg,2048,1536,7,6d5069eaa10e824dd25db6de33420088a142881de7411ac618d0f7b8d01b588a
member1-0050,UIT-MLReceipts,train,images/000299.jpg,1536,2048,7,d4400c3e3fadee149a5539d0882ca3cae48f621f1c3056bb2eb6740218b85fee
member1-0051,UIT-MLReceipts,train,images/000300.jpg,1152,2048,7,3db8daffc3dccbb3b444994723e48f2b3c798f524ea487e8d21a3e2acb4d69e4
member1-0052,UIT-MLReceipts,train,images/000301.jpg,1152,2048,5,fe5425e62fe7e05229f935213eedb2932f1d7625fb57fff4e1412d3dd543f866
member1-0053,UIT-MLReceipts,train,images/000302.jpg,303,540,7,7131f18dccb7eef2ffb8299cb0e1ba5f8af5d42812d51a6652c7517f40485694
member1-0054,UIT-MLReceipts,train,images/000303.jpg,1536,2048,7,85f6e62dc8f553873b5d8fa8709baf1898bd35627db6c5d8f61ccfd4e2f903c7
member1-0055,UIT-MLReceipts,train,images/000305.jpg,459,918,2,ad79ae2e8e89fa151c248760b16c0f271ed0bce4b04b1580d6d1a3ea1a3ae13a
member1-0056,UIT-MLReceipts,train,images/000306.jpg,1280,960,7,edc9fa17e920c61cd6131c7f2f13e83b0c4c44c49f8250c5579bc423ca36dbc4
member1-0057,UIT-MLReceipts,train,images/000307.jpg,1536,2048,4,469efa275c5987a16ed7a707ba4b4d7b73b32cec71e78fb16f2da21005cf8733
member1-0058,UIT-MLReceipts,train,images/000308.jpg,459,918,6,168663cd4f62acd0f64780997a7b8336f1ecd0a04c098583a169d65faaceaed8
member1-0059,UIT-MLReceipts,train,images/000309.jpg,1536,2048,7,323d3068993f873f22678e896ee01b261a64409240389a3d7c954be72501612f
member1-0060,UIT-MLReceipts,train,images/000310.jpg,2048,1536,4,02e25a505839b89abdac14c31f54a3b498e2ec60c003da0e13fa01898aa7d304
member1-0061,UIT-MLReceipts,train,images/000311.jpg,1536,2048,5,bdaa16b1ba798d2877c47f26ab1ad1e55aa8a2d99628c6510d27488b32a548db
member1-0062,UIT-MLReceipts,train,images/000312.jpg,816,608,8,9609273dc05a9d89a7df82078e683c36d1c197245d56f51b0db3a4d533291af5
member1-0063,UIT-MLReceipts,train,images/000313.jpg,1536,2048,7,d2cfc67c994df09080bc6307c24587ff200376fa99e0740dfef6ca7a39f6f8f0
member1-0064,UIT-MLReceipts,train,images/000314.jpg,2048,1536,4,a486b516bf8851181e4af7581cc06145c12fd5312467ebece70120e8261a3c5e
member1-0065,UIT-MLReceipts,train,images/000315.jpg,2048,1536,7,b1dd3768c1f0f62ebfe4caaed66990d41999950cc61f45027f3f4561f95d5407
member1-0066,UIT-MLReceipts,train,images/000316.jpg,1536,2048,4,b4dfef84cae845b65b97b615e3969edeb0791594d3871ef0494008b038392f37
member1-0067,UIT-MLReceipts,train,images/000317.jpg,956,1276,8,12d05c041e367a0a6e18847934a33040e40236a22211e64f986177172c8aa607
member1-0068,UIT-MLReceipts,train,images/000318.jpg,2048,1536,5,27a50519d71541812555cf20ecce53b0362df344b1c4432d6c9b90fd8560b73e
member1-0069,UIT-MLReceipts,train,images/000319.jpg,2048,1536,7,a5d1c84f534b638bc3f2d10c9c6226fadf2737f47d347ff29d26f030a271b77e
member1-0070,UIT-MLReceipts,train,images/000320.jpg,1536,2048,6,9054c660866b8ffa05ad5c8299dc6dc81c538d8d752acfc54d5d7499156e0ee5
member1-0071,UIT-MLReceipts,train,images/000321.jpg,1152,2048,8,23a877b8c551d0c0b851f9b1c4d502ef92281e6165bc1c3a5b41e31b57bd37d7
member1-0072,UIT-MLReceipts,train,images/000322.jpg,1536,2048,7,a350bfb879702a6fcee4863af8e3480acc58e2e2a0e2235776cb328edcf99f2a
member1-0073,UIT-MLReceipts,train,images/000323.jpg,302,403,7,e18d9ab04dcaf6e7a839bb39a22840d6b1bf7058922b66671602432c0ca536e9
member1-0074,UIT-MLReceipts,train,images/000324.jpg,302,403,7,f5f607a79b4c523aed8c2c4495128cf45d27f23e1aeb7f21936b523b8dc019d5
member1-0075,UIT-MLReceipts,train,images/000325.jpg,2048,1536,4,15f2aca592b0b87cba10edfb0e5e10cf09af6410b220cc77550531266062b3f8
member1-0076,UIT-MLReceipts,train,images/000326.jpg,1276,956,8,04ae4e274fb357efc430c8be87088ef2beb8969aaed0c65328f52f8d6454e0db
member1-0077,UIT-MLReceipts,train,images/000327.jpg,2048,2048,5,d3d0987c3eca1d9bc2d38d5d7cf8c99ce8bee8fc2f93d4a7d1d82ff9d046ddc9
member1-0078,UIT-MLReceipts,train,images/000328.jpg,2048,1536,7,7834ba5908b34f6f639ae25ad5506cd197f5df8e39daff2540541cb5736bb449
member1-0079,UIT-MLReceipts,train,images/000329.jpg,1276,956,7,8f09374dd437cb8aa3667ee323e35cd10873e507a7d58b502810d126d6e42517
member1-0080,UIT-MLReceipts,train,images/000330.jpg,956,1276,6,e6443febd09f33b28e545f14964f0646a42a378e1f49375208433a4bc2884616
member1-0081,UIT-MLReceipts,train,images/000331.jpg,720,960,5,810084751ff2d51b9cee0fd24e777a9c58749d651f5e1dba33af4ab88cdcb59c
member1-0082,UIT-MLReceipts,train,images/000332.jpg,1536,2048,7,9b99607c3c6db29f39112f1c3815f6a6cd649b6c88b2171b14e2655e8735382a
member1-0083,UIT-MLReceipts,train,images/000333.jpg,2048,1536,5,13485bcd405726a7c3eeac137da7f920e11ac387819b649a7ecfb9559a605e07
member1-0084,UIT-MLReceipts,train,images/000334.jpg,1536,2048,5,1ab38b75f1bbc982d0f7b0363cb49d0c75463352920b739166c92cdfe91cbb4c
member1-0085,UIT-MLReceipts,train,images/000335.jpg,1536,2048,6,3ad843bc925bec81ec5cf2efea36432583931029ac0ffe7289003e0d3c3753f3
member1-0086,UIT-MLReceipts,train,images/000336.jpg,720,960,6,0dac3047b6bcb5ce0eae1b24e082ece01b8199717d2a017fc1fb26bc2d77c937
member1-0087,UIT-MLReceipts,train,images/000337.jpg,1536,2048,5,7fffb653eff4e60e694ed80c0b3e4547e4f75d30b1c3584588363c3678585b56
member1-0088,UIT-MLReceipts,train,images/000338.jpg,960,1280,6,541c3529973eb154b4e909bf8353f033a65fa5e3bbfb3d06ec4aa3215dc3df57
member1-0089,UIT-MLReceipts,train,images/000339.jpg,1276,956,8,e283d947f97010db4ba2fdf15ca7c23bbee922cd95e384dae5e2657c9f42df14
member1-0090,UIT-MLReceipts,train,images/000340.jpg,1536,2048,4,6aa4fcdbd6ff7caca73e05b7033455e05f60c42fc13bc3424ab9f420fbeca4e0
member1-0091,UIT-MLReceipts,train,images/000341.jpg,1536,2048,6,ac265e70fac7b3d153fa5a51431dae7c04ce77e7b8d5bf3bd9a04db045e2d937
member1-0092,UIT-MLReceipts,train,images/000342.jpg,956,1276,5,b7ee3c96859944d9211a8ba2f7d08fac95e045e30c0ca2e634eb16000965f8d6
member1-0093,UIT-MLReceipts,train,images/000343.jpg,720,960,7,962c335e8cdb611bf7b3d27902045b9307e29f056e0eb0323af83a0b357a4344
member1-0094,UIT-MLReceipts,train,images/000344.jpg,1072,1920,5,269573f59f75d55c42e91e8e5cf456c3d3b96341996659523bb9d38c8ee938be
member1-0095,UIT-MLReceipts,train,images/000345.jpg,1536,2048,7,fd4b9df4adbeba844e91645953ec665e033b5fdf23892b5242537e2036714293
member1-0096,UIT-MLReceipts,train,images/000346.jpg,2048,1536,7,0d749f53edae22455b4380d99793f877bc5c567c93efbbd71482a02dbff97fab
member1-0097,UIT-MLReceipts,train,images/000347.jpg,2048,1536,7,43a2885e41b395427d3b54927d8ca06f6b350eee37a77fbff5716b3ddbae6b4e
member1-0098,UIT-MLReceipts,train,images/000348.jpg,2048,1536,4,f2709d919877c7a4c2fc2984c0c1d7e130b1092f3d93ca11290a91af503d01a1
member1-0099,UIT-MLReceipts,train,images/000349.jpg,1276,956,7,078b6799eb1f87362244672f6a3d412415143a69127e53449cefcebd656b88b2
member1-0100,UIT-MLReceipts,train,images/000350.jpg,1536,2048,7,e676f6594e30ef06eab2e33c15a192a3fd2878e8dffe30b405cb422d3ce10fac
member1-0101,UIT-MLReceipts,train,images/000351.jpg,1276,956,9,eccce4886b8f08f973eb5b77fbf24a3ec79e0409a08b86491e397bc4126d2636
member1-0102,UIT-MLReceipts,train,images/000352.jpg,1536,2048,4,3482e3854b95ba003b511efa0ab00d253cdc12bef3c4c9f2efac6507ca0f9dd9
member1-0103,UIT-MLReceipts,train,images/000353.jpg,2048,1536,5,72e5b6a1619ea349d27495ca5c685a4e523de06936c4c2c5e98b4dc95622b16b
member1-0104,UIT-MLReceipts,train,images/000354.jpg,640,1317,6,a9f3bd349a87165f5c26c990fcce96186b4ef8ca7f254666d1faa626f9fad6e1
member1-0105,UIT-MLReceipts,train,images/000355.jpg,2048,1536,7,df513f4ca30eeb74cea428c2c966261f251168921e06e1fe8ba05d0839a6b915
member1-0106,UIT-MLReceipts,train,images/000356.jpg,1536,2048,4,74519429b194a473e4df6808101905f960dbc9270f63a753e4aff40cfccecc31
member1-0107,UIT-MLReceipts,train,images/000357.jpg,302,403,7,f32f650a8576f847b83a6f6ea4854469f73f25114fff31816e9001b31f7bfcb1
member1-0108,UIT-MLReceipts,train,images/000358.jpg,1536,2048,7,e586f536f13a10ede2c5cee39e553b3f36cd37d789cd54a6c03701f7ea0b9f11
member1-0109,UIT-MLReceipts,train,images/000359.jpg,1536,2048,5,c92d0edd461f6a5829d591b85e29a02796afcb06a0b94841156e4b47c4cd3b86
member1-0110,UIT-MLReceipts,train,images/000360.jpg,960,1280,6,023205dafd9c94bce18d94d053f56e838ea85c7aa9d79010c5a460a078cc9d31
member1-0111,UIT-MLReceipts,train,images/000361.jpg,2048,1536,7,3e19868072e3de2e20e756983d632a0d5520f90d22dd675b91a6856f2f53fe73
member1-0112,UIT-MLReceipts,train,images/000362.jpg,2048,1536,7,b1ac7221d12b09aaa6a2f9c924ffc8467204b4b924735e99647d591bf7c36720
member1-0113,UIT-MLReceipts,train,images/000363.jpg,1536,2048,5,83afa2144e7396e02497f23cde65154f060e968d9d7011e2fd540e44a7f5c297
member1-0114,UIT-MLReceipts,train,images/000364.jpg,2048,1536,7,b130f618757350fc7d055dc319e5e98cb54bd0e9789020ca14dd1171f796a2ae
member1-0115,UIT-MLReceipts,train,images/000365.jpg,2048,1536,7,071a151b8a0403b25817d56e752018653c001d3c4f6d7dd91f65bea266f65c16
member1-0116,UIT-MLReceipts,train,images/000366.jpg,454,860,5,3a2dcb482fefeafa58874778f9256f85d6bd3d21a59264b52a515f5bcd298927
member1-0117,UIT-MLReceipts,train,images/000367.jpg,630,1463,7,c8c8d3c5082f07e945b8fa880231d4e3bb28a9d315a7517d5c36420cd7f9bf82
member1-0118,UIT-MLReceipts,train,images/000368.jpg,1536,2048,7,00d43594f56585129959d71cd8fb9f803bb60ef80b59782c2f240adfe15373e2
member1-0119,UIT-MLReceipts,train,images/000369.jpg,459,918,5,5f4c05f229c44271d1f2ef98b21f693762e0bdbe5bbf3db8f30fb0ec06072539
member1-0120,UIT-MLReceipts,train,images/000370.jpg,2048,1536,8,35052dc9776c0ca8c0d0ab03f86251834c96ac473bc1578ddaa39ecbbb9bf1cb
member1-0121,UIT-MLReceipts,train,images/000371.jpg,960,1280,5,2d43e30ac45ca7bbe639502a36ad416005465c3c5a8371a9ff96c0cc0a56fd2c
member1-0122,UIT-MLReceipts,train,images/000372.jpg,632,1280,7,1dae2d9cd71a03b4c4cd55b94e2458dee955126be8829301e7f2ca02f276048e
member1-0123,UIT-MLReceipts,train,images/000373.jpg,2048,1536,7,98f271211fd6ef1ced3c66484a93496622e25fe357a52f317eb1e4c3b179d4c7
member1-0124,UIT-MLReceipts,train,images/000374.jpg,2048,1536,7,7d5c67ca15b2c55ecbfc186127062dd56ad56e23245c931103a1a2e58f8585c3
member1-0125,UIT-MLReceipts,train,images/000375.jpg,632,1280,3,766909a4c13570c349852e94e5e99bcccae811a76f6a76284737b7c58cf09e63
member1-0126,UIT-MLReceipts,train,images/000376.jpg,2048,1536,6,cab55e0cb0e94ab1e2acf6f175bf42ba03263d480e59afdddc80419d98408a47
member1-0127,UIT-MLReceipts,train,images/000377.jpg,2048,1536,4,deb0c417401bda133fa11bbdb34a83bff85a7ef0345ebb15fbd07393a59d41e3
member1-0128,UIT-MLReceipts,train,images/000378.jpg,2048,1536,7,c73de69102824ac222cfba71d5f83d50a076c39e1c254ae5dfe46a648c3bde81
member1-0129,UIT-MLReceipts,train,images/000379.jpg,302,403,7,567dce131d88f4cc78ca7baa70ecc7cbe0021089ff293491ea6a187c546794f2
member1-0130,UIT-MLReceipts,train,images/000380.jpg,1536,2048,4,a8a335a4d1e98305d20a2c481a678b1f7241a9199f65008fd509849e40733f33
member1-0131,UIT-MLReceipts,train,images/000381.jpg,2048,1536,5,c1efbd51ba98b33cc9dfe6ca602b92a4f3ddc36afe12031e9ecfa5452073853c
member1-0132,UIT-MLReceipts,train,images/000382.jpg,1536,2048,7,cc6d111587d9d7fbb50c979f6bcac1ea740eeb4ae3b436c92fd2eebd32b7fa3f
member1-0133,UIT-MLReceipts,train,images/000383.jpg,514,1280,5,fc7acc5bdda915572b6e0cb9ce088cdc775b04e83af4fb021fe0ce34f0b10856
member1-0134,UIT-MLReceipts,train,images/000384.jpg,1536,2048,7,7dbd9c27cef55f6764aa4386c8957f05bf448ab1f1edc144342dd3a76a4a8f3c
member1-0135,UIT-MLReceipts,train,images/000385.jpg,2048,1536,7,8a16e2ad221665755d787b460913d836203b267a6617f101b18f7ee4ee21da67
member1-0136,UIT-MLReceipts,train,images/000386.jpg,1536,2048,5,7ed02415603ea5505ceecd83d107b5b3ef208522fb516b90e7ceb0da4d9242ad
member1-0137,UIT-MLReceipts,train,images/000387.jpg,302,403,7,38d688e5aca3d072bebb7c78ef966b412784040058003e0683fb0a2872e68d91
member1-0138,UIT-MLReceipts,train,images/000388.jpg,956,1276,5,779cf6bac5b426749c0cd86b313c15d555e0f6bc38bad0b8c920f1c60f0ba920
member1-0139,UIT-MLReceipts,train,images/000389.jpg,1280,634,5,911853bcb64e7c3db026872923854a221b859e8fd42291f7ff11408265796b08
member1-0140,UIT-MLReceipts,train,images/000390.jpg,2048,1536,4,b393af97d649caada73f8e761685add10a0bdb0fe256c1855bebc3247b864a95
member1-0141,UIT-MLReceipts,train,images/000391.jpg,1536,2048,7,4b46d72b10b8e6b911f19623f8f20481237e598b2d0da6fe4199810a3681da3c
member1-0142,UIT-MLReceipts,train,images/000392.jpg,1536,2048,7,c35f553ea796f8a1630cb58c7419ec222ce1cd40506ae4b462b5b42318c50ec8
member1-0143,UIT-MLReceipts,train,images/000393.jpg,2048,1536,7,3d1d6d5f10ecff6b2dd41a52e9f3730b152244f6bfd143866013ae7976784320
member1-0144,UIT-MLReceipts,train,images/000394.jpg,956,1276,6,bdc73ec2da8ca54f940255c4c200002ed5a237b2c455176b3fad04bc4935b1ee
member1-0145,UIT-MLReceipts,train,images/000395.jpg,459,918,4,ed68b6cc29163eaed7878c05e4d05fa0c33a012a5a3e6fff85a627ca28d98803
member1-0146,UIT-MLReceipts,train,images/000396.jpg,480,640,6,41b8bc5e131a441ddd5f66d7ea3e5d705a02e8758a90e6e73cfeb7503412c5b7
member1-0147,UIT-MLReceipts,train,images/000397.jpg,2048,1536,7,08d1160ff0f704dca71deb00b8a1fa91704e13db5a6de55a00b829130bff89ef
member1-0148,UIT-MLReceipts,train,images/000398.jpg,1536,2048,7,840d384ef7b79b606c91fc697f7dc481cd636fe3c1425b5259e2bddeca467e5a
member1-0149,UIT-MLReceipts,train,images/000399.jpg,2048,1536,4,6e8470a4966876b5d86378efaad995d7d2ce18377a674574fff0cc6034b48948
member1-0150,UIT-MLReceipts,train,images/000400.jpg,1536,2048,7,dcbf9ab565bb874c41bc7597c3630460f22baddd2e9416fd518e1359bfac91c5
member1-0151,UIT-MLReceipts,train,images/000401.jpg,1536,2048,5,68f46bd28d36643153effc2791853844ab411a6bb7c8bac28d0b75b260fdccba
member1-0152,UIT-MLReceipts,train,images/000402.jpg,2048,1536,7,96ebfbb9e89ca980fcb5963ba42aa25726ea5fb945e5736cd736c696b4df58f6
member1-0153,UIT-MLReceipts,train,images/000403.jpg,2048,1536,7,521c8897e167b162f0c80c7585ad32cb8a6f9f3f06f21ec41d09eda471dac534
member1-0154,UIT-MLReceipts,train,images/000404.jpg,2048,1538,7,860a1fccdbd13a52e2f14c328ac323f627375f09a2ca2f26fe6128ba79976b1d
member1-0155,UIT-MLReceipts,train,images/000405.jpg,1536,2048,7,9c8d93ce400bdf20c48f500844fc0cda1fea17e91cd4828de6334b09acaec796
member1-0156,UIT-MLReceipts,train,images/000406.jpg,2048,1536,7,8738ebc8aaea88470399b42fe360075e0a2cb964646f8577e719430cd383a895
member1-0157,UIT-MLReceipts,train,images/000407.jpg,2048,1536,7,8500416cb9173a4dc7902e2da1c05ff57cf66efa0c1151c9c55ccc89c08ee727
member1-0158,UIT-MLReceipts,train,images/000408.jpg,1536,2048,7,ae68b7ecb26ebab991777477c2726f678e5a39d0c6b034161f448e40185ef7cd
member1-0159,UIT-MLReceipts,train,images/000409.jpg,1276,956,7,1c00faa848ebc615a939581e3911ccc0f67c34bda42f3424cd72b0313763676c
member1-0160,UIT-MLReceipts,train,images/000410.jpg,2048,1536,6,1022f3f67ed1bfd3ee6d8b9422117e5c358ac95eca4766a8adddcdd4dd3981d6
member1-0161,UIT-MLReceipts,train,images/000411.jpg,2048,1536,8,f9655fe58c3e08bfe3f9daae5e3c82bb5eb67d9dc156172312e5c7482d93b8f7
member1-0162,UIT-MLReceipts,train,images/000412.jpg,634,1280,8,2564cbfcde8f6b9830140a39141c6f930dac822e302486f342769e13c9182e57
member1-0163,UIT-MLReceipts,train,images/000413.jpg,956,1276,8,9e4f3b8a1efe4d9e08eff39993f2492daed9f51ce9fcae2146a30bb6dc94c515
member1-0164,UIT-MLReceipts,train,images/000414.jpg,956,1276,7,99b600de57b92b694d9999c6b65ceb5d2282c848d5cc95f052ab907a4a8e73c9
member1-0165,UIT-MLReceipts,train,images/000415.jpg,2048,1536,4,4b95b664350945135390b8ca2bf3eaaee5d6f7dbd81205e6be2d6a72d76390ed
member1-0166,UIT-MLReceipts,train,images/000416.jpg,2048,1536,7,e621a09a28c6ff22ad27909b88a5168e3ec7baeae63fda9320ae0e6eaf61136b
member1-0167,UIT-MLReceipts,train,images/000417.jpg,1536,2048,7,82db6d816f75482dd65da2536440b1ad7df1c426942cefd05affd080249eb9ae
member1-0168,UIT-MLReceipts,train,images/000418.jpg,2048,1536,4,e5c3c442ed536347c543ca0b924cfb1ffc05b03017b58f06588225dfb8288843
member1-0169,UIT-MLReceipts,train,images/000419.jpg,1536,2048,4,76f58a1361d8a9c1d7864572f4b4da12f084c6f5d9ba3cad5a113f039ae8e55b
member1-0170,UIT-MLReceipts,train,images/000420.jpg,2048,1536,9,7d23203e7c2c25b2c956305774a61e7497c666953d0a24f3c7bd71ea0d603fa1
member1-0171,UIT-MLReceipts,train,images/000421.jpg,1276,956,8,709ea213569dd017200fbd9d6b8fbd6ad1922791e1a5975d773c99bccb10e2b6
member1-0172,UIT-MLReceipts,train,images/000422.jpg,302,403,7,42d2cf02e03cef3f5d24aace2c8bd39f5220f873cee2b54fe7ffb423f1f0a522
member1-0173,UIT-MLReceipts,train,images/000423.jpg,1536,2048,5,2d1d988c99978e41b1108599ab341561f4105c9eb80584443262baeaf0b9a86c
member1-0174,UIT-MLReceipts,train,images/000424.jpg,1536,2048,7,a2c215aaa3492617d336e1d4a1a4aec513b2324cbc311389022aaa872f7ab4bb
member1-0175,UIT-MLReceipts,train,images/000425.jpg,960,1280,4,26e153c053e365711c797aa8dca10b0ddedb44f97f601250bb7c8c849939a6c3
member1-0176,UIT-MLReceipts,train,images/000426.jpg,2048,1536,4,2247a720527ce487beb7d14a4905e3bd75a122d420a14da61ec6083ebc05cf9e
member1-0177,UIT-MLReceipts,train,images/000427.jpg,2048,1536,7,abc4502b5177c1ce229103fccdd93fe5325bde03eedeb443d8e2cfefa5f5bf4c
