round,task_id,member,dataset,source_split,image_id,image_file,width,height,package,source_image,sha256
round2,r2-member4-MC-OCR-train-mcocr_public_145014cnphh,member4,MC-OCR,train,mcocr_public_145014cnphh,images/mcocr_public_145014cnphh.jpg,1024,768,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cnphh.jpg,f067e9aa65a70f0f661fe81236fb5629681af2b2438e6c6a84c269e073e2abd2
round2,r2-member4-MC-OCR-train-mcocr_public_145014cpzwm,member4,MC-OCR,train,mcocr_public_145014cpzwm,images/mcocr_public_145014cpzwm.jpg,1024,768,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cpzwm.jpg,cfbfddc0847498653270ac16faa1134e7839377efc6224076bcf8cd9f31f7406
round2,r2-member4-MC-OCR-train-mcocr_public_145014cqsoz,member4,MC-OCR,train,mcocr_public_145014cqsoz,images/mcocr_public_145014cqsoz.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cqsoz.jpg,a84f328963f21fd17e21045bed599b2aede96e059f4fc3c6c7c7d62eb2b5f08c
round2,r2-member4-MC-OCR-train-mcocr_public_145014cryzd,member4,MC-OCR,train,mcocr_public_145014cryzd,images/mcocr_public_145014cryzd.jpg,1024,1821,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cryzd.jpg,137b229536bd54af8cf042d33ac6ce2eb234818a1c64fc6c765e13414daf3883
round2,r2-member4-MC-OCR-train-mcocr_public_145014csmbn,member4,MC-OCR,train,mcocr_public_145014csmbn,images/mcocr_public_145014csmbn.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014csmbn.jpg,9ca969cd1e1035bdac2216d80eff30d8733b2596508167f9e3b2f9bb91c73935
round2,r2-member4-MC-OCR-train-mcocr_public_145014cuqln,member4,MC-OCR,train,mcocr_public_145014cuqln,images/mcocr_public_145014cuqln.jpg,590,1280,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cuqln.jpg,a75af95d92b258b2f4935c334a1a05f9220dd5752fe12d963564b5cb368e1d55
round2,r2-member4-MC-OCR-train-mcocr_public_145014cwfup,member4,MC-OCR,train,mcocr_public_145014cwfup,images/mcocr_public_145014cwfup.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cwfup.jpg,a96b0ab29cad6b33e70abdc646b48b28dd22ea8d5459446f069603ac558c87cb
round2,r2-member4-MC-OCR-train-mcocr_public_145014cwifi,member4,MC-OCR,train,mcocr_public_145014cwifi,images/mcocr_public_145014cwifi.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014cwifi.jpg,33f6772694c22add9386ece30541bdb29a7776456a585ec9dd14ba81fd27aed2
round2,r2-member4-MC-OCR-train-mcocr_public_145014czicu,member4,MC-OCR,train,mcocr_public_145014czicu,images/mcocr_public_145014czicu.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014czicu.jpg,9cce70b02a78ac2eb0675e1d549a043f0149941bb0b2c75e3777574706ca81a7
round2,r2-member4-MC-OCR-train-mcocr_public_145014dcpkd,member4,MC-OCR,train,mcocr_public_145014dcpkd,images/mcocr_public_145014dcpkd.jpg,1024,1365,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dcpkd.jpg,5ca7d25dd23a4d094bf708c3ccc01f6d182d1c6ae1b2c2096fc5b133b925320a
round2,r2-member4-MC-OCR-train-mcocr_public_145014depsq,member4,MC-OCR,train,mcocr_public_145014depsq,images/mcocr_public_145014depsq.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014depsq.jpg,4e246a59d71ca86a6ee752715f897695b490e0cf587ec1986045fc0fe85ef755
round2,r2-member4-MC-OCR-train-mcocr_public_145014dhiru,member4,MC-OCR,train,mcocr_public_145014dhiru,images/mcocr_public_145014dhiru.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dhiru.jpg,79e6e903485ae6220e472248a44e0540a95843c690165ee7b90d343f58d5f257
round2,r2-member4-MC-OCR-train-mcocr_public_145014dhito,member4,MC-OCR,train,mcocr_public_145014dhito,images/mcocr_public_145014dhito.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dhito.jpg,4633a8e9d8d26b1bbc71e8f70f01bd319757fb2dc9b1fdc9b06ed843f12aadb3
round2,r2-member4-MC-OCR-train-mcocr_public_145014dhkqp,member4,MC-OCR,train,mcocr_public_145014dhkqp,images/mcocr_public_145014dhkqp.jpg,472,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dhkqp.jpg,841678990f43d0c02ba6a87e761d06b1a36e6590c90c444dd69b0f8a279b5915
round2,r2-member4-MC-OCR-train-mcocr_public_145014diuoj,member4,MC-OCR,train,mcocr_public_145014diuoj,images/mcocr_public_145014diuoj.jpg,720,1280,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014diuoj.jpg,10f816d0b7a41ab0261af4af95606acff9e10b883284629ee951acccd3d7e612
round2,r2-member4-MC-OCR-train-mcocr_public_145014dkbzw,member4,MC-OCR,train,mcocr_public_145014dkbzw,images/mcocr_public_145014dkbzw.jpg,1024,768,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dkbzw.jpg,d851c494fdb27da6cca60549c402ec234b9ddc2b35e4991298e09e10148556bc
round2,r2-member4-MC-OCR-train-mcocr_public_145014dkivp,member4,MC-OCR,train,mcocr_public_145014dkivp,images/mcocr_public_145014dkivp.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dkivp.jpg,ea7cc9e6ce11714adebd8e3e00039fb0db12bff4112f03741b54d3168aef58e2
round2,r2-member4-MC-OCR-train-mcocr_public_145014dllhs,member4,MC-OCR,train,mcocr_public_145014dllhs,images/mcocr_public_145014dllhs.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dllhs.jpg,cc1c14243b9807e93cc0381a53a7575d68b2b6e630c6a6b2980fc178dd7d0dd8
round2,r2-member4-MC-OCR-train-mcocr_public_145014dnwoz,member4,MC-OCR,train,mcocr_public_145014dnwoz,images/mcocr_public_145014dnwoz.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dnwoz.jpg,9091f0a23c7e2304e29e925cdc7efde2d07839ad094751e29adfc654d0393050
round2,r2-member4-MC-OCR-train-mcocr_public_145014dplaq,member4,MC-OCR,train,mcocr_public_145014dplaq,images/mcocr_public_145014dplaq.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dplaq.jpg,03828f3edca670c1ce329474f37ea60033fd3bc9da598ee0ba4c216510f381a6
round2,r2-member4-MC-OCR-train-mcocr_public_145014dqjen,member4,MC-OCR,train,mcocr_public_145014dqjen,images/mcocr_public_145014dqjen.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dqjen.jpg,95912f7dd773d49a72f539551013d142bdfd48764a088f5c1ea5f96271ded4e4
round2,r2-member4-MC-OCR-train-mcocr_public_145014drgcr,member4,MC-OCR,train,mcocr_public_145014drgcr,images/mcocr_public_145014drgcr.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014drgcr.jpg,b39701c510fd3ce9247511b8c5d6708b548081b5b184cc869b2ccfdcee61ba7d
round2,r2-member4-MC-OCR-train-mcocr_public_145014dspwj,member4,MC-OCR,train,mcocr_public_145014dspwj,images/mcocr_public_145014dspwj.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dspwj.jpg,be9dc17fe4bf0d7eebafc59cd0989c89df33fadd9d9270433368382b9b52aed5
round2,r2-member4-MC-OCR-train-mcocr_public_145014dwyzl,member4,MC-OCR,train,mcocr_public_145014dwyzl,images/mcocr_public_145014dwyzl.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dwyzl.jpg,d543a73b93ac6bdac4caa0527786cb3b4a5db7f530f7df44d26b282efc9e4c04
round2,r2-member4-MC-OCR-train-mcocr_public_145014dxqop,member4,MC-OCR,train,mcocr_public_145014dxqop,images/mcocr_public_145014dxqop.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dxqop.jpg,673acc440c0c69435bc1a43d257e7bd091b1e6b32fb352ecb0fd6a872977faf7
round2,r2-member4-MC-OCR-train-mcocr_public_145014dxvde,member4,MC-OCR,train,mcocr_public_145014dxvde,images/mcocr_public_145014dxvde.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dxvde.jpg,d0cde692b8c8385278ccc70f6b28bb770fe100d900ce5ad741b9313bad531cc2
round2,r2-member4-MC-OCR-train-mcocr_public_145014dypib,member4,MC-OCR,train,mcocr_public_145014dypib,images/mcocr_public_145014dypib.jpg,472,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dypib.jpg,d89cddc47d6be050fbff562aca543eec7bc909440e31da3059b56790714e4e5e
round2,r2-member4-MC-OCR-train-mcocr_public_145014dztik,member4,MC-OCR,train,mcocr_public_145014dztik,images/mcocr_public_145014dztik.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014dztik.jpg,2660b087ce1d73a58305fdd9fe5f7974056f2d86c4c0358b12ac9de52202681a
round2,r2-member4-MC-OCR-train-mcocr_public_145014eabnk,member4,MC-OCR,train,mcocr_public_145014eabnk,images/mcocr_public_145014eabnk.jpg,1024,768,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014eabnk.jpg,d75a33ec12d9b7199d176a811c6a8c17f4d8d068a8c820d33557d0aac7e5cffc
round2,r2-member4-MC-OCR-train-mcocr_public_145014eamas,member4,MC-OCR,train,mcocr_public_145014eamas,images/mcocr_public_145014eamas.jpg,960,1280,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014eamas.jpg,01bc8db99213af4ca90a1dae6682359c69251aca9de61deda4f9207bf09fd6c0
round2,r2-member4-MC-OCR-train-mcocr_public_145014ebdtm,member4,MC-OCR,train,mcocr_public_145014ebdtm,images/mcocr_public_145014ebdtm.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ebdtm.jpg,914fc6566f533c7656b2d3efd030cad519b0fceafd39c508f50f5d707cde66bc
round2,r2-member4-MC-OCR-train-mcocr_public_145014ebrwa,member4,MC-OCR,train,mcocr_public_145014ebrwa,images/mcocr_public_145014ebrwa.jpg,1024,768,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ebrwa.jpg,a93fdcf09e6e05fa91e61711bfd1e9910abdd5cef4139de2d80268e896ce2bc3
round2,r2-member4-MC-OCR-train-mcocr_public_145014ecchz,member4,MC-OCR,train,mcocr_public_145014ecchz,images/mcocr_public_145014ecchz.jpg,1024,768,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ecchz.jpg,c49326e3ef50a788829a4262cb332201bee621219a6daaf0050100b0456df90a
round2,r2-member4-MC-OCR-train-mcocr_public_145014ectxq,member4,MC-OCR,train,mcocr_public_145014ectxq,images/mcocr_public_145014ectxq.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ectxq.jpg,9445803332e9dc592eff82873da08ab08366962c17bb7606dc2654d325ca30d6
round2,r2-member4-MC-OCR-train-mcocr_public_145014edoty,member4,MC-OCR,train,mcocr_public_145014edoty,images/mcocr_public_145014edoty.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014edoty.jpg,85754dc066b5212c7c3cb0fc2b0cf713a44217e190f11092564237f3bca478c6
round2,r2-member4-MC-OCR-train-mcocr_public_145014edrhv,member4,MC-OCR,train,mcocr_public_145014edrhv,images/mcocr_public_145014edrhv.jpg,1024,1821,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014edrhv.jpg,259b7d431acffa3809a699effe3e40ecf4c4cef898c89aaf9067a4909c3d16f5
round2,r2-member4-MC-OCR-train-mcocr_public_145014edwpt,member4,MC-OCR,train,mcocr_public_145014edwpt,images/mcocr_public_145014edwpt.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014edwpt.jpg,bcce9d961f3f47eefe276c4e8c4fd3c9aaf6d7abb078a9819ce3036a01b11159
round2,r2-member4-MC-OCR-train-mcocr_public_145014eeksl,member4,MC-OCR,train,mcocr_public_145014eeksl,images/mcocr_public_145014eeksl.jpg,1024,576,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014eeksl.jpg,3785d163fd7154fb7027d79ea39494c252e864b8c623ecfcf0c662eac1e11b2c
round2,r2-member4-MC-OCR-train-mcocr_public_145014eercq,member4,MC-OCR,train,mcocr_public_145014eercq,images/mcocr_public_145014eercq.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014eercq.jpg,e4218a920aa2ed33c5bd3401c8197d1e97b46e194c78c282ece1ddc990fe8a1d
round2,r2-member4-MC-OCR-train-mcocr_public_145014egqdh,member4,MC-OCR,train,mcocr_public_145014egqdh,images/mcocr_public_145014egqdh.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014egqdh.jpg,957227eae15c907ebc0a50998d4f258d2986a5f9b7f066d51a72a4b2170ad9a5
round2,r2-member4-MC-OCR-train-mcocr_public_145014ehtue,member4,MC-OCR,train,mcocr_public_145014ehtue,images/mcocr_public_145014ehtue.jpg,1024,576,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ehtue.jpg,04a427d58dc6e9ff15a9f5915898d021c25b8405dbb70428e3978cc1dcd45a33
round2,r2-member4-MC-OCR-train-mcocr_public_145014eilwc,member4,MC-OCR,train,mcocr_public_145014eilwc,images/mcocr_public_145014eilwc.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014eilwc.jpg,286b7bbc7c4a890a382dd24ae8cfb91e82a21021656357d19884f032ca99c73b
round2,r2-member4-MC-OCR-train-mcocr_public_145014ejeba,member4,MC-OCR,train,mcocr_public_145014ejeba,images/mcocr_public_145014ejeba.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ejeba.jpg,cdcbc992fa7405acb33fa42a9bdc0c8fdfa0e625975dcd45207d4063332693ff
round2,r2-member4-MC-OCR-train-mcocr_public_145014ejgcd,member4,MC-OCR,train,mcocr_public_145014ejgcd,images/mcocr_public_145014ejgcd.jpg,1024,1365,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ejgcd.jpg,a9112ba4bdca081851a2946336a0d11c5d66f5a1d70ca4a8b944f6a0425b73f9
round2,r2-member4-MC-OCR-train-mcocr_public_145014ekpfi,member4,MC-OCR,train,mcocr_public_145014ekpfi,images/mcocr_public_145014ekpfi.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ekpfi.jpg,d9ce30e93f433f078a9375029c19a9bdc33d6c4fc75afdb791b3b2a036feb60e
round2,r2-member4-MC-OCR-train-mcocr_public_145014ekshr,member4,MC-OCR,train,mcocr_public_145014ekshr,images/mcocr_public_145014ekshr.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014ekshr.jpg,01f047cb2d539b5a17cb8725acccc1e31e273873501c94728292923f88f4c1cb
round2,r2-member4-MC-OCR-train-mcocr_public_145014elcju,member4,MC-OCR,train,mcocr_public_145014elcju,images/mcocr_public_145014elcju.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014elcju.jpg,fe7dd380995b0802554f92fcba0e0de5b9fa178ff1b562552c517c71cca0af11
round2,r2-member4-MC-OCR-train-mcocr_public_145014elolx,member4,MC-OCR,train,mcocr_public_145014elolx,images/mcocr_public_145014elolx.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014elolx.jpg,f6d5bba6070ed4fe3e5465bc9975540b2d31354fda37514bed544ab16482f9fd
round2,r2-member4-MC-OCR-train-mcocr_public_145014emeev,member4,MC-OCR,train,mcocr_public_145014emeev,images/mcocr_public_145014emeev.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014emeev.jpg,fba08cf0bec7b5100fec1b71b1d59d46a5af5fe19b670161a7c16ed8e46c3717
round2,r2-member4-MC-OCR-train-mcocr_public_145014emepc,member4,MC-OCR,train,mcocr_public_145014emepc,images/mcocr_public_145014emepc.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014emepc.jpg,e22991dd3c858786d25d3c6e18ffac4939661dd95c844a75c87ad5d0aad2c7c3
round2,r2-member4-MC-OCR-train-mcocr_public_145014emexr,member4,MC-OCR,train,mcocr_public_145014emexr,images/mcocr_public_145014emexr.jpg,1024,1518,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014emexr.jpg,826e610fb9b114ded0a6ecd61586dd516beca819a7aa1824ef495cdaa28fb6bb
round2,r2-member4-MC-OCR-train-mcocr_public_145014emqom,member4,MC-OCR,train,mcocr_public_145014emqom,images/mcocr_public_145014emqom.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014emqom.jpg,a6a9736e8a83d3a25b8a6e94c3f8333dfd9b069b170addf9aa9efd1626db02cb
round2,r2-member4-MC-OCR-train-mcocr_public_145014enjwd,member4,MC-OCR,train,mcocr_public_145014enjwd,images/mcocr_public_145014enjwd.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014enjwd.jpg,1736a0dd9fdf5f38b26242126694765639a858d32d6f80cec3dea56d1cb578ad
round2,r2-member4-MC-OCR-train-mcocr_public_145014enllh,member4,MC-OCR,train,mcocr_public_145014enllh,images/mcocr_public_145014enllh.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014enllh.jpg,0ad2067d5fa5f778ffe331c482bba0b7a9327da62415d03a538c39e67db631a0
round2,r2-member4-MC-OCR-train-mcocr_public_145014enxgn,member4,MC-OCR,train,mcocr_public_145014enxgn,images/mcocr_public_145014enxgn.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014enxgn.jpg,d127a067ca7bfb9f9fe2c9ec65b765685844707c048b8520c7bd6203ef90880b
round2,r2-member4-MC-OCR-train-mcocr_public_145014epafb,member4,MC-OCR,train,mcocr_public_145014epafb,images/mcocr_public_145014epafb.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014epafb.jpg,3c27f79725ec6bbd742dcabbb3350192765767add079d1cfba9a5da8a7ecfa11
round2,r2-member4-MC-OCR-train-mcocr_public_145014epano,member4,MC-OCR,train,mcocr_public_145014epano,images/mcocr_public_145014epano.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014epano.jpg,2a902da061ecb1d21f6121f364dae3652ff183c39188047e1be8b423d0e9081f
round2,r2-member4-MC-OCR-train-mcocr_public_145014epcqx,member4,MC-OCR,train,mcocr_public_145014epcqx,images/mcocr_public_145014epcqx.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014epcqx.jpg,d60803869f53355b5709bf7236b7c5d45174e10bb90f0b701e98684e03fa29fe
round2,r2-member4-MC-OCR-train-mcocr_public_145014epvwk,member4,MC-OCR,train,mcocr_public_145014epvwk,images/mcocr_public_145014epvwk.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014epvwk.jpg,70e3c9466a52bbabdbb951962833c2c63bf6179f6b853aef1be2679c29f9ca09
round2,r2-member4-MC-OCR-train-mcocr_public_145014erruh,member4,MC-OCR,train,mcocr_public_145014erruh,images/mcocr_public_145014erruh.jpg,1024,1365,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014erruh.jpg,3d78e8e8c7fe8fb26f3887b007af316fd9c0ef27131eb9cc6d95e2961841d924
round2,r2-member4-MC-OCR-train-mcocr_public_145014esieu,member4,MC-OCR,train,mcocr_public_145014esieu,images/mcocr_public_145014esieu.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014esieu.jpg,a3c48e897a22f843e0b5541674afc768bd08749799a8a3103288fdca6ba8cdfb
round2,r2-member4-MC-OCR-train-mcocr_public_145014etdhs,member4,MC-OCR,train,mcocr_public_145014etdhs,images/mcocr_public_145014etdhs.jpg,1024,1365,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014etdhs.jpg,9822a1a64d6dc13d91ab0bad07d040225067535751f82081f66e9e5749a2e295
round2,r2-member4-MC-OCR-train-mcocr_public_145014etlhn,member4,MC-OCR,train,mcocr_public_145014etlhn,images/mcocr_public_145014etlhn.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014etlhn.jpg,4bade2bdd4b96baa92c84fb94e24b4c43ea0691c7a4e7d8c503bbb758d8d9121
round2,r2-member4-MC-OCR-train-mcocr_public_145014etnjz,member4,MC-OCR,train,mcocr_public_145014etnjz,images/mcocr_public_145014etnjz.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014etnjz.jpg,293823926d6e97f5ecdfbbfbf56c24aa9b737c997b5e64f5240c62ed659c624f
round2,r2-member4-MC-OCR-train-mcocr_public_145014etxsp,member4,MC-OCR,train,mcocr_public_145014etxsp,images/mcocr_public_145014etxsp.jpg,590,1280,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014etxsp.jpg,892fbb006990270a93eafa942ed445f9f449674590b9c94fb4d938975cb94311
round2,r2-member4-MC-OCR-train-mcocr_public_145014euevz,member4,MC-OCR,train,mcocr_public_145014euevz,images/mcocr_public_145014euevz.jpg,576,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014euevz.jpg,14538cd712d610dc963760424496af5235eaf5b341b587f9a17a759f98e6fa91
round2,r2-member4-MC-OCR-train-mcocr_public_145014euhfv,member4,MC-OCR,train,mcocr_public_145014euhfv,images/mcocr_public_145014euhfv.jpg,1024,1366,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014euhfv.jpg,16e07266de217f700e9b709c8a09a11996f438b05a5e0ffb1e565b2d2f1fc273
round2,r2-member4-MC-OCR-train-mcocr_public_145014evbnu,member4,MC-OCR,train,mcocr_public_145014evbnu,images/mcocr_public_145014evbnu.jpg,1024,1365,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014evbnu.jpg,8f0efb04cf35817dc2fe9e1044c22696d89a03273a81d484fc110c35388c7a85
round2,r2-member4-MC-OCR-train-mcocr_public_145014evdcm,member4,MC-OCR,train,mcocr_public_145014evdcm,images/mcocr_public_145014evdcm.jpg,768,1024,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014evdcm.jpg,c78a4fe043a54044db4378e5d6045ba15cd37f6aa533316e9f09a1dd75224bc2
round2,r2-member4-MC-OCR-train-mcocr_public_145014evnmr,member4,MC-OCR,train,mcocr_public_145014evnmr,images/mcocr_public_145014evnmr.jpg,1024,1820,member4/MC-OCR/train,dataset/MC-OCR/clean/train/images/mcocr_public_145014evnmr.jpg,7499358a51d0d9080d8c5b80e5505dc2872d49e814eb676272f5335c3e0de411
