task_id,dataset,source_split,image_file,width,height,prefilled_kie_regions,sha256
member2-0039,UIT-MLReceipts,train,images/000662.jpg,2048,1536,7,53d520eab1ae5c69300b5d5690e92af7ad15f80bf84190a28fffe15be240c98a
member2-0040,UIT-MLReceipts,train,images/000663.jpg,956,1276,4,2aaba22f184db38b80dab13cfb87efceca208e1c346b6708ce833676d8271714
member2-0041,UIT-MLReceipts,train,images/000664.jpg,960,1280,6,7c580dda6cb6467ec4503e94fba6376ec90f714561c4be3ad5c5cf85aa1fb15c
member2-0042,UIT-MLReceipts,train,images/000665.jpg,2048,1536,4,84b016637c1abe0d037192b642bb7159af2451782d122596a993e9fae3c16fc8
member2-0043,UIT-MLReceipts,train,images/000666.jpg,1536,2048,7,bf52d07d6bd64bed6c06d2246eccfca4b1229ba2e92a678937c3c7f9689d5fa4
member2-0044,UIT-MLReceipts,train,images/000667.jpg,956,1276,5,6e1c06e1c6a713c43c772c100f755d7e374b86a2f532780600c6c8f196b6827e
member2-0045,UIT-MLReceipts,train,images/000668.jpg,960,1280,5,e29c5405e2aaf34d857c5b295fbd97b749d75716ea6d816f7db1eea8ec88e041
member2-0046,UIT-MLReceipts,train,images/000669.jpg,487,960,5,93046672f90d8668a053704b22048e255f00aabaa6c04eeeda20b3dafc564b1f
member2-0047,UIT-MLReceipts,train,images/000670.jpg,1540,2048,3,b4da5ec8c48140509f3ee714d6743bb4601c1281e832426da6f6888d223c893d
member2-0048,UIT-MLReceipts,train,images/000671.jpg,2048,1536,4,41ea09f258bc78699c3cea90c3ce09f41338d6e730abf4234f08aceffbd82375
member2-0049,UIT-MLReceipts,train,images/000672.jpg,2048,1536,6,cbdece80322772dc6eedd3bf29da2b0f580c648d0f6facf691cb22853811237f
member2-0050,UIT-MLReceipts,train,images/000673.jpg,2048,1536,5,6a617b09c1262089034e5d8886f61c31efd868ec1fb5f46bde2561ccb2a64d8e
member2-0051,UIT-MLReceipts,train,images/000674.jpg,1536,2048,7,fed7cdf8bf0211d81944e226af2ba4ff9619d393c276cbf4669ed6093169291a
member2-0052,UIT-MLReceipts,train,images/000675.jpg,1536,2048,7,e0a808687f10b3052bba0e9a68e7a754317ec2b59c78a6539034d46ea9857e85
member2-0053,UIT-MLReceipts,train,images/000676.jpg,2048,1536,4,d86a8238b492a1a49bf39e8b7f3afb6b6a2370d72f5fa5b48d77a85b1a0e7603
member2-0054,UIT-MLReceipts,train,images/000677.jpg,2048,1536,4,279c1e43fc6a2d4dc415a2a106b59c149715770e768ee5ba72a9b582b6dc5471
member2-0055,UIT-MLReceipts,train,images/000678.jpg,960,720,8,0cb505341040177782556bb6737852d8272f8bd927bd383b1f5d317584cc3f1c
member2-0056,UIT-MLReceipts,train,images/000679.jpg,1536,2048,7,cde6571b752d3ae053f604afebb0c68ed879542e30af5586f28314a42ba3ec21
member2-0057,UIT-MLReceipts,train,images/000680.jpg,720,960,7,22cf93f36ce124c3800e839d1c3a409bd0bbd119d481ccaebece831d6ceb9dd5
member2-0058,UIT-MLReceipts,train,images/000681.jpg,2048,1536,7,54efcf2d9890b52f0c19047d7a0cec5a1f8d1722cf800c585eb63b0b718eeffd
member2-0059,UIT-MLReceipts,train,images/000682.jpg,302,403,7,f5983f476cde976ac0f459d91079c017b9af933460fdfba2c9255e9b7c6a80c2
member2-0060,UIT-MLReceipts,train,images/000683.jpg,2048,1536,8,34ed3fb52b9fc535f024a981f795fa32627c59902a1dc2948223c013e64e5736
member2-0061,UIT-MLReceipts,train,images/000684.jpg,720,960,9,94553bc5014e14d7b3091097f6b21aaf670fa0dafa852e64caf9b3aa103598ac
member2-0062,UIT-MLReceipts,train,images/000685.jpg,1536,2048,7,a42f5340918fc22401e6ce327a9df0f2c5a44afa783e87e299aedb09842cd4b1
member2-0063,UIT-MLReceipts,train,images/000686.jpg,960,1707,4,9910c5756ebd159aac482b798305b5c2d912da1491df8041743396bceadb6661
member2-0064,UIT-MLReceipts,train,images/000687.jpg,1536,2048,7,40c57f33fbe7fb7e79a8e4a6343b06f4e48e57fb42bfc8e6a08adec9e6c6bb87
member2-0065,UIT-MLReceipts,train,images/000688.jpg,2048,1536,4,1ecb5f1db05a3d8b2596dcc1a6819ae4c03266685c20c33cfa322cb6c59ddbf8
member2-0066,UIT-MLReceipts,train,images/000689.jpg,2048,1536,6,b7de0583bdebcd455a112455c2f07c4a126df66f7976f691955eb8a8550e247f
member2-0067,UIT-MLReceipts,train,images/000690.jpg,2048,1536,9,8a67cb596e7a810b0910aedb48ed13477e00be53c4982351e13adceefbc74b65
member2-0068,UIT-MLReceipts,train,images/000691.jpg,956,1276,6,3ab39f902b69a15fce0d872c29504f67c0b2fb59669f7cbb0134b6c6ab4e2555
member2-0069,UIT-MLReceipts,train,images/000692.jpg,2048,1536,5,3aa3de1db8c83f63e57ae99edb3e23089cf477f659091382b8bd63c7b176b34d
member2-0070,UIT-MLReceipts,train,images/000693.jpg,1536,2048,6,29bce31098e302320f9aec5cf7afb9877782c289d9441f55a0ddab129e3a2375
member2-0071,UIT-MLReceipts,train,images/000694.jpg,2048,1536,5,9f55ef34e5665cb0946b3bc65425b9d23f3b0cbb84714ce65d45b2b6b05c0946
member2-0072,UIT-MLReceipts,train,images/000695.jpg,2048,1536,7,b46728cb5461b96fcb73e57ab473616f6e8b5f27a4632f18a9ee3ebec4f5925e
member2-0073,UIT-MLReceipts,train,images/000696.jpg,2048,1536,4,3636b6d5f1fadcd4d14fed664e10e83ac160f7d7ffdf9f9910af4c280b4953d2
member2-0074,UIT-MLReceipts,train,images/000697.jpg,2048,1536,7,f680ebece302c4629c3ad2b6b0e394aa8a683d137fcb3c200c42f480399b6d68
member2-0075,UIT-MLReceipts,train,images/000698.jpg,1536,2048,4,9926db16cb7146b5513f4bc0c446b759add0cd60280c49b937b16c2c657bcc9b
member2-0076,UIT-MLReceipts,train,images/000699.jpg,956,1276,6,559e8e8741b9ca7440145cab5ad9875abf7664ce408b25a01dbce028ef638d35
member2-0077,UIT-MLReceipts,train,images/000700.jpg,1536,2048,4,be7f895e6feb7273c94d973f0b5d455cd7ee314b0461ded32ebade02c28e2ab9
member2-0078,UIT-MLReceipts,train,images/000702.jpg,2048,1536,5,0e880852a2947efbb99ff72559de47e00097602346a1cf4c00f9b26b3d5f7171
member2-0079,UIT-MLReceipts,train,images/000703.jpg,956,1276,7,5c726f55c62acaa87c575080a4988dbd580eef341458e89fa4019445379de4e8
member2-0080,UIT-MLReceipts,train,images/000704.jpg,302,403,7,c710de12c41ae9f3f14f9870779b8fc911db73b0ebc2001c736c8b6babece1ca
member2-0081,UIT-MLReceipts,train,images/000705.jpg,2048,1536,7,33f83fe3c43bc999600ca4ae67453447f7d962684b4e95b0d8e265e7682ccf35
member2-0082,UIT-MLReceipts,train,images/000706.jpg,2048,1536,6,2fc986caa00220662c461c41acbc41a4f309483b7b2200fe55526abad22776e1
member2-0083,UIT-MLReceipts,train,images/000707.jpg,2048,1536,4,08fce5bd65db45d3ca063cfdbc2abdf0f1dbc133101b9a76310390a1d270ac9b
member2-0084,UIT-MLReceipts,train,images/000708.jpg,2048,1536,4,4d9e01920a16d888a7c4ec1d23ac3eab1d8e0ec55a299907f0e26ab666298c2f
member2-0085,UIT-MLReceipts,train,images/000709.jpg,2048,1536,7,aa444f85e1c422461522d1449ac19f4943ec05edc098144dc8420b2b11abb3b4
member2-0086,UIT-MLReceipts,train,images/000710.jpg,720,960,6,95077ba047f52493a258ba5c2012b7680bd00690d82890ceb2100f8170b1db23
member2-0087,UIT-MLReceipts,train,images/000711.jpg,1536,2048,8,f161b73f9ce7a10d59e4ab4cc30077dcd88b96f249523368112adc44c33c03a1
member2-0088,UIT-MLReceipts,train,images/000712.jpg,2048,1536,7,9ad2eca9a6bed71b4c100deb64864508064a3f538822c0ef6c05c9e93ac4f0db
member2-0089,UIT-MLReceipts,train,images/000713.jpg,720,960,5,06d97340da84cfaf6f097863a997deacbda9c9988717b57ebb9c6dc0ac0952b2
member2-0090,UIT-MLReceipts,train,images/000714.jpg,302,403,7,8a8e16440615bd4d8b4c53b5e2784dcd0fdb409e33c6abe1a409ee9e8703aed8
member2-0091,UIT-MLReceipts,train,images/000715.jpg,1536,2048,4,78877a98d3feed72659ff7c71a5c9669418e2481e45663877a0a4acaa6f2afc0
member2-0092,UIT-MLReceipts,train,images/000716.jpg,2048,1536,7,a22b7fa02113d995e0b58f153c0a3a5640d111505ce04b92a56ef35405f75a67
member2-0093,UIT-MLReceipts,train,images/000717.jpg,1536,2048,10,a4540dc9027599a3d622fe8d759ae5b6d9d7c09aba04853c5d6cd45d54fe4ddc
member2-0094,UIT-MLReceipts,train,images/000718.jpg,2048,1536,7,a6da07a4435570e0cc74426f5c15227ab487312d78458e263f6b5839e0823f19
member2-0095,UIT-MLReceipts,train,images/000719.jpg,2048,1536,7,949fc62a4e41c9943c506b06d84f59f3cbd9499d35db1048ecaa1fa7baac1788
member2-0096,UIT-MLReceipts,train,images/000720.jpg,2048,1536,7,81fa0e84f390080308d189730adc6bc047dc8ac70993f9f3bfa9fa1b8d24e148
member2-0097,UIT-MLReceipts,train,images/000721.jpg,1536,2048,6,4595731cc2c93ea3ef1c369f2778978787551efa1a2560af98d0ca54ca9b0c0a
member2-0098,UIT-MLReceipts,train,images/000722.jpg,1276,956,8,6e70f3cc8bd7a012ad2b05842e40d4fb80b01ea24f51e549ba110840727424af
member2-0099,UIT-MLReceipts,train,images/000723.jpg,1276,956,9,89dbbec072684d7ba7482d168ec4030334b964409d1c1ec2912dd10cc6476dc9
member2-0100,UIT-MLReceipts,train,images/000724.jpg,2048,1536,5,eb59a99ac11b967433aeed53d2f2b87802b930213facdba1c2a11929a455dd6e
member2-0101,UIT-MLReceipts,train,images/000725.jpg,1536,2048,6,5a73f4651071d3916557ac5879fce26278244b4069c8040db7db94327c70ad16
member2-0102,UIT-MLReceipts,train,images/000726.jpg,956,1276,6,679ab06f29721e1e9fdd7b85e566fa1c1ec7275cde61c523438527d0493e2fe3
member2-0103,UIT-MLReceipts,train,images/000727.jpg,459,918,6,87bee5f96e124bc65bc8e6683e04217efc52ae6e32e20b4ec03bda9070d87739
member2-0104,UIT-MLReceipts,train,images/000728.jpg,2048,1536,4,7800d641ca29e27c955293f09c24faef5fc1ef875465941ea135f0090e4e2154
member2-0105,UIT-MLReceipts,train,images/000729.jpg,1536,2048,7,2e9cb35c90c6ca396e0e6dc920884c663988fce293e364b0395eebb998bbaf3c
member2-0106,UIT-MLReceipts,train,images/000730.jpg,720,960,7,653bd543540c7eab465ba8ede9b73be91857caf1e54127cd34a37379e2da43ca
member2-0107,UIT-MLReceipts,train,images/000731.jpg,2048,1536,7,9320a90df0d7a0728f75a0969b39aa687b3b31d35b745a66b6d9139a6a19c999
member2-0108,UIT-MLReceipts,train,images/000732.jpg,2048,1536,7,21af5f7398d43b087c38ee00aa0ef86f97274647daf2563e9b6204ccb9c05fce
member2-0109,UIT-MLReceipts,train,images/000733.jpg,956,1276,8,b2535d7771f5486cfa53b0837ecb948a84d7d51a312707613e3b1b872f0b3299
member2-0110,UIT-MLReceipts,train,images/000734.jpg,1536,2048,7,ca8c900f74b34bd1d7e3c969c101253f44491fbac7630262db8e7108339381f1
member2-0111,UIT-MLReceipts,train,images/000735.jpg,2048,1536,7,c3ef3438c2f249a37e091de123ba47c1b0a68211a9fba40914fdb96d1496a2bd
member2-0112,UIT-MLReceipts,train,images/000736.jpg,1536,2048,7,e7fb627d8772fe34d741ec0e38eae53dcdca5b18a80872200b725e3418b9585f
member2-0113,UIT-MLReceipts,train,images/000737.jpg,1536,2048,7,268b929ac467064812b7288bcd743e3a516bd0b9d059a5e709bba2c1019cf824
member2-0114,UIT-MLReceipts,train,images/000738.jpg,1276,956,5,219eba1fc21f93ce1efb07c05acd1b86844b7c9e8a5803c6331fdf2ffd00e294
member2-0115,UIT-MLReceipts,train,images/000739.jpg,459,918,3,197b4e36aeeedaf608347e5be478ce7636cbde12743662f000940a788f17d6e2
member2-0116,UIT-MLReceipts,train,images/000740.jpg,1536,2048,7,a8f318b66120c10f597ec214a24db7e3a0327f096553b15f26ba075f8e37ccbb
member2-0117,UIT-MLReceipts,train,images/000741.jpg,1536,2048,4,46f9a19ceb54fef57647708b0db99533ee9b72659ac2bb7ccb86eca62d37d4cd
member2-0118,UIT-MLReceipts,train,images/000742.jpg,956,1276,5,2519c5d933dd6ff454380803f80c9fe81526fea5bfb641697ed67b9b2363c03e
member2-0119,UIT-MLReceipts,train,images/000743.jpg,1536,2048,6,f001226d57f4a979b6839cdfbba2fbe49026baf389adf906d1e22228ba6b316a
member2-0120,UIT-MLReceipts,train,images/000744.jpg,2048,1536,4,4ad6d200cd3d974da18cd3a5f86d9cbebaa6f65ced9e16f006e560b63aa52133
member2-0121,UIT-MLReceipts,train,images/000745.jpg,1536,2048,7,ae4323137253ea4e6b8f7d0cff8032cfccaeb16e77c1b08915085be5125a788d
member2-0122,UIT-MLReceipts,train,images/000747.jpg,720,960,8,888984d54aec14cd3ddca58c486f8d138d7bc5c998b320db213894e4e8666b64
member2-0123,UIT-MLReceipts,train,images/000748.jpg,1280,960,6,94e834f4b88b17fed19487823e924cbdb156274fc3aec79689c59946cd1c0cfb
member2-0124,UIT-MLReceipts,train,images/000749.jpg,1536,2048,7,85ef00fe864aa3ade3778b34db23e0e7c4db46cb8aa86e5a8b8e9fb08b81cefd
member2-0125,UIT-MLReceipts,train,images/000750.jpg,960,1280,3,c29113ce4285dcbad22fc6db8d366834573193e1a7bb212dd848506870f07ef5
member2-0126,UIT-MLReceipts,train,images/000751.jpg,1152,2048,8,a90267c3db24ab0fb9b9299540b44d5761d11a54941718e693a09bb4b7f68600
member2-0127,UIT-MLReceipts,train,images/000752.jpg,1152,2048,5,0f297621026319ad06be754a62c85595d331ddd6033e3557c4a9354938c3d7e7
member2-0128,UIT-MLReceipts,train,images/000753.jpg,302,403,7,ac4f4b3fe617968ba61395ad00d42ff2dd22e334b6994fda161d8d2ac7bf03b3
member2-0129,UIT-MLReceipts,train,images/000754.jpg,2048,1536,7,6dad56a8c918e1396356c7f5389c3977fb906c2198ffe12574a1d12cfd4ef2d6
member2-0130,UIT-MLReceipts,train,images/000755.jpg,956,1276,6,bd31e8be5f507052d0b6618f672d933a234886089f7de3c4b02fd1aa4050476e
member2-0131,UIT-MLReceipts,train,images/000756.jpg,720,960,7,95bc2d4416c3fdfe454ce38e62c9f6316b957a9ba4b644d5a6ad1a68d916f80a
member2-0132,UIT-MLReceipts,train,images/000757.jpg,956,1276,7,af27b17f6c3a9ff5f9104b75a4c626a5328973bee5c71f1c2c322f799d355b13
member2-0133,UIT-MLReceipts,train,images/000758.jpg,2048,1536,7,8ec1a00f8578fe67bd8096eb89a62a7ca4561ec87e8bf6881781e39dea6baf47
member2-0134,UIT-MLReceipts,train,images/000759.jpg,1080,1080,5,c489e5655b6289394d2e9b6c043d8333b960cfd61205164160b76b766f805d10
member2-0135,UIT-MLReceipts,train,images/000760.jpg,1536,2048,7,01a44a32c879a5ab6912de328c8c5e0e18423a42383f07067dbe7d3319bdd68f
member2-0136,UIT-MLReceipts,train,images/000761.jpg,1276,956,6,bc83307056fc8f05879b6b8287dc366f5370b31e2c14cd372d35ea78f8aee6da
member2-0137,UIT-MLReceipts,train,images/000762.jpg,1536,2048,6,eb5f97c4a0df902e4475b7d1eb58e0857a1e7618dcb90bf939dd9c5fdaa1a505
member2-0138,UIT-MLReceipts,train,images/000763.jpg,1344,720,7,1ca818d58832f9e8062d1c040d977ddc7615a77a9eeaa774845f5d30cfcd1562
member2-0139,UIT-MLReceipts,train,images/000764.jpg,2048,1536,7,516d683373a26c3b9c218f09a92665530e63ef8ad471ac45433f96d309d6f64a
member2-0140,UIT-MLReceipts,train,images/000765.jpg,1276,956,7,6538baff1b23d45779f7dacd7e6f1000c185cb992430e96cd098fa42710815cf
member2-0141,UIT-MLReceipts,train,images/000766.jpg,1536,2048,6,b89a30df0b87e4220e3ff09e61d1d7cf18d550ef89022693e6121bd199c574f2
member2-0142,UIT-MLReceipts,train,images/000767.jpg,2048,1536,5,970d770a09fe15d146172ef93be536da699590f6e771e59055e1905bf25c719f
member2-0143,UIT-MLReceipts,train,images/000768.jpg,960,720,5,c12effff9ba150e5f8573603685a4ff1adad6b3bfc574bad1733a87dca31cb63
member2-0144,UIT-MLReceipts,train,images/000769.jpg,2048,1536,7,c9d670ed1bf9b7395b6a751b97c3d9757c1bec224142ceb64b51f03479d9e2bb
member2-0145,UIT-MLReceipts,train,images/000770.jpg,2048,1536,4,2ca1fae6aed6198f029f6ec7f549d443150c0efed49a6c4780782eb7b055153d
member2-0146,UIT-MLReceipts,train,images/000771.jpg,1536,2048,7,0350a2211120dd2ba1bf1886ad1b33246041d69b2b74747a45e9a74cbfd4fa71
member2-0147,UIT-MLReceipts,train,images/000772.jpg,1536,2048,7,06b9fed7c32fc0ca11cb8b8019bda4653dddc6f76e63dd77605fd3b6e9129664
member2-0148,UIT-MLReceipts,train,images/000773.jpg,1536,2048,7,16b57a03637f5b69c9ed78d1e48b65013c2b314a464892131f2dad9736c8a4e1
member2-0149,UIT-MLReceipts,train,images/000774.jpg,2048,1536,7,b819dac6e36fd9b3050390ac0e96cac70318425193965c644c24c7dfb2c5b433
member2-0150,UIT-MLReceipts,train,images/000775.jpg,240,320,5,1b7f96109d0e5e871be68d99cd69e746300aaadc59611244c62afbd41255ba69
member2-0151,UIT-MLReceipts,train,images/000776.jpg,2048,1536,7,550a662146d4f01e60cbd03c11401cb3df849aa6133967e1ca432b6b2fff7cd0
member2-0152,UIT-MLReceipts,train,images/000777.jpg,1536,2048,6,5dec75a79b759475b0d62bba3c54fd1e5dd31c95d50c81ae31c21f7044d39ba4
member2-0153,UIT-MLReceipts,train,images/000778.jpg,720,960,5,9d1375f9f5d1f63c4c15a8ba2dd5f6d904b2f2dbd24e25d201b409c5e4cde1af
member2-0154,UIT-MLReceipts,train,images/000779.jpg,1536,2048,10,07b92c810099cf8723a018bd924d8843e2e77fd0bac351a3cb900f8932f4f112
member2-0155,UIT-MLReceipts,train,images/000780.jpg,2048,1536,4,c5e935ef846ca18e1270a0ee38d4640370016109c6d33b5a95e3bda6ecacb70a
member2-0156,UIT-MLReceipts,train,images/000781.jpg,1536,2048,5,90fc455aa6a6678c0288e06ce39cae9a5108880665e44edc653fe833a47407ab
member2-0157,UIT-MLReceipts,train,images/000782.jpg,1280,1280,6,b538153464cdf790365f111d171900c5820ab87a6d25044e42aa8c8cfd3b0d05
member2-0158,UIT-MLReceipts,train,images/000783.jpg,1536,2048,7,97f1e5bc5e9c3edbd13375ba1d4112dc7555e84c0fe081af363a028a6a304ef3
member2-0159,UIT-MLReceipts,train,images/000784.jpg,1536,2048,5,b38cc820e0e5dd517b6ea64a1b4e48e7c1872899116add7e46650dfe3f58c002
member2-0160,UIT-MLReceipts,train,images/000785.jpg,1536,2048,7,c0dfe58d4d2dcb6b67669042aa0f74a75f3d890151d76dde327882ddbaf59649
member2-0161,UIT-MLReceipts,train,images/000786.jpg,1536,2048,9,2602cb01306ff1a2d86b158a26065a59de6d07b1a12a2bc7a859b6324cf3b47c
member2-0162,UIT-MLReceipts,train,images/000787.jpg,1536,2048,5,a2408a27f8ebdb29505a9be24295b56ac2a5c36c0e5f1fb69f49fe0d67783f90
member2-0163,UIT-MLReceipts,train,images/000788.jpg,2048,1536,7,e34c8689d469e00a2d93a1bbc2901abcf235c6ee96059f20ec3838d16127e94c
member2-0164,UIT-MLReceipts,train,images/000789.jpg,1536,2048,7,a22e0f9fd29657969aab291e43b0d94256b719953c69a7ad4cf908c40727dd7e
member2-0165,UIT-MLReceipts,train,images/000790.jpg,2048,1536,4,4509f992020c359d271145e67bb68c1b342bf44b527fce53553bc8cd8143d6ba
member2-0166,UIT-MLReceipts,train,images/000791.jpg,1536,2048,7,17d4476d7ad2967dd393d4c474ee39a46cbaa56e2353e49d1353a3f72bf56ad1
member2-0167,UIT-MLReceipts,train,images/000792.jpg,2048,1536,5,5e5603e19a73ed8c2224e33ff32534f673948669abcf00c7ae89b5e223c120d7
member2-0168,UIT-MLReceipts,train,images/000793.jpg,1536,2048,7,8214ad7e6691a2d1a66953d201673a9e94c567c80ac69987551eb2c456b7d1b1
member2-0169,UIT-MLReceipts,train,images/000794.jpg,1152,2048,7,a2ea53bffd2d41acbe21a292769c22e70ce0e17e54dd7b3e9018a835c43d6e15
member2-0170,UIT-MLReceipts,train,images/000795.jpg,1536,2048,5,c23423b50d4419ab7d1eae8eab6bdeccdcedc9cdad66c6d7056d5becd84f4ba9
member2-0171,UIT-MLReceipts,train,images/000796.jpg,2048,1536,7,f5a31bf6dcc7f06a6b14b857d293e87812445bfd46c3ba46ca705d92cfc8bac9
member2-0172,UIT-MLReceipts,train,images/000797.jpg,1536,2048,7,7c9113544f979ea7fd1a017771873bb4f003a487245a70e1e5d5261460df7cb4
member2-0173,UIT-MLReceipts,train,images/000798.jpg,2048,1536,6,b1a6b48c5dabb4b9724cc2587c5c53b6ff8cbd6f80461ef9e2e00487b823c337
member2-0174,UIT-MLReceipts,train,images/000799.jpg,2048,1536,7,fe79c56a7f12effbd9eaa45f84b7ec11670e9d3836946f8bf200d7bc6e68dc62
member2-0175,UIT-MLReceipts,train,images/000800.jpg,720,960,7,9f5a2e7b918a1b16846182476e7a28a1f01d5b9f7c21bf853b935bf94fd62976
member2-0176,UIT-MLReceipts,train,images/000801.jpg,720,960,8,fd5178ba22f2fd98debb36e4c27ffa144265dde6beff68aa63d29c73da189721
member2-0177,UIT-MLReceipts,train,images/000802.jpg,1536,2048,7,1770781f6fc255e3272394204d965a7336cf9338f0a1e7a0e90b32bb7125c959
