task_id,dataset,source_split,image_file,width,height,prefilled_kie_regions,sha256
member3-0032,UIT-MLReceipts,val,images/001034.jpg,1536,2048,5,c46c444ded8aacc73748b5cbd5c0e4e7a71179b5d38bd333dc451e6b9373638a
member3-0033,UIT-MLReceipts,val,images/001035.jpg,1536,2048,2,a062b8f444ab8a5073b74a431e265c999efeab6b2ff0b45f813ea72d1c3e9522
member3-0034,UIT-MLReceipts,val,images/001036.jpg,1536,2048,7,86594972565a65d2cbae23df59eb73b5f7b0e04a1bf6f5576daa39faee3a4dac
member3-0035,UIT-MLReceipts,val,images/001037.jpg,1152,2048,6,dbf345769e29a8a80f6d16ef551f556832657f1a24d58a332f4e634e88226055
member3-0036,UIT-MLReceipts,val,images/001038.jpg,480,853,4,18448df860c2be61e528d03b6cc2e45d3b8000d0a4d8ec5d7ac4348c9f7d5172
member3-0037,UIT-MLReceipts,val,images/001039.jpg,2048,1536,7,7f9dece37915786761c51ecf6cb18bfe4266817b0125a2f2aa6eabd6cdff3aee
member3-0038,UIT-MLReceipts,val,images/001040.jpg,2048,1536,5,4dc1f2f4bdf61c2b6cc58a23433203fce56dd61da9068247585dd82fe70079ad
member3-0039,UIT-MLReceipts,val,images/001041.jpg,2048,1536,6,2c86e12bb0da52d60cee713f3c9e6211a34aa8cf046e194b7fd5a351b2b84f68
member3-0040,UIT-MLReceipts,val,images/001042.jpg,2048,1536,7,ab1466be0fdc32d8a8eec17f4085a3f99126a7719614164d81a63fa9329ee4c8
member3-0041,UIT-MLReceipts,val,images/001043.jpg,720,960,6,5bcceb7f48ebaf0a61813269006555d860e6c4fc2eefcee5d3f448d3d14069cc
member3-0042,UIT-MLReceipts,val,images/001044.jpg,302,403,7,762deb3af30e09bd97f9ae56fdaa10206d272b5093f66dac6137bd90e7db482f
member3-0043,UIT-MLReceipts,val,images/001045.jpg,1536,2048,8,7d83b766d3e53c7a72beefaa5e81fb039e8848866e01c2ebbc83a4811898397d
member3-0044,UIT-MLReceipts,val,images/001046.jpg,2048,1536,4,b1987952d761d162c4749f785384681b19427cb454fed0b3e8affe42a12df045
member3-0045,UIT-MLReceipts,val,images/001047.jpg,2048,1536,5,041a6543bbfe6a65f019b72b7a3ef0c795aa48bb286a04a8d76411d505659288
member3-0046,UIT-MLReceipts,val,images/001048.jpg,2048,1536,7,cbaa0b8468034d10f460147478c1e95f64d209abebc136127aa16c03cac014a0
member3-0047,UIT-MLReceipts,val,images/001049.jpg,2048,1536,7,f118ead97ceeedbe1b187fd8324e8bda36a435bdec4a1f002a06826f537b63c9
member3-0048,UIT-MLReceipts,val,images/001050.jpg,2048,1536,5,bc71ccf01e34476e47cbe2f9c7c600be93efa8cb6585ebd9377e2581410ee0f1
member3-0049,UIT-MLReceipts,val,images/001051.jpg,720,960,7,33affa201c28c4f433076dc04c326d853becf320582fc8166d1289a1fcbdd472
member3-0050,UIT-MLReceipts,val,images/001052.jpg,720,960,6,79ab7cf3922f838dd6eca8544877a8bc9ff472923019bcf7f91229ec0f33d951
member3-0051,UIT-MLReceipts,val,images/001053.jpg,459,918,3,e6d8ea72c4bbe3b461930375d10a0a5b2bb32863d79488cb98fdb962d8b6e4c6
member3-0052,UIT-MLReceipts,val,images/001054.jpg,1152,2048,6,b752435ffb620cbc74824bd2db5990a24b79a35e4af56d12d3066a3a15a90923
member3-0053,UIT-MLReceipts,val,images/001055.jpg,2048,1536,7,6c70a4e700088587eb9a6e151f9d39557a04cd7b506c1979bd4afb23a9a56712
member3-0054,UIT-MLReceipts,val,images/001056.jpg,720,960,4,c14647ad474defef8673b09b20f3f7d0a426cd33ffb6b11d89eb1b9e8c0bdf5f
member3-0055,UIT-MLReceipts,val,images/001057.jpg,2048,1536,4,7df7fd22f42b9e892dd4dfdf7f6c26838aace6432f9e685654d65cd446c8bbfa
member3-0056,UIT-MLReceipts,val,images/001058.jpg,1536,2048,7,969199ecf50012358158ba72def8cf67d6a567cdb5d8f14c4e448534c156c08b
member3-0057,UIT-MLReceipts,val,images/001061.jpg,956,1276,7,6abbd9fcaa50e303dd16028c1993ee51bdf690c326bd801c81e98dab6baaf40d
member3-0058,UIT-MLReceipts,val,images/001062.jpg,812,1280,5,6fb28e06ab04ce883107b57b625ccacb59e2d65127a76e50c0a2dfa22c289966
member3-0059,UIT-MLReceipts,val,images/001063.jpg,1536,2048,5,ed1b697b4f2b3c0f93ecc05f27e811cda60cc9efa426484d14e51b886d639f91
member3-0060,UIT-MLReceipts,val,images/001064.jpg,1536,2048,5,c7d75337495c50966b634c4afe617c338a31ebfc5354c8586fe7cff52482d577
member3-0061,UIT-MLReceipts,val,images/001065.jpg,1536,2048,5,25ba5fde40d6d313485cf2f04291f8e4f71811debb65a2a74670e9b721de82cb
member3-0062,UIT-MLReceipts,val,images/001066.jpg,2048,1536,6,8bd8121a1734b953f4d4532b8afb1f0833e2af3952d04a1c39e9cfaf98be5505
member3-0063,UIT-MLReceipts,val,images/001067.jpg,1536,2048,6,96cdb34c0d4d7fed4f2acb6c4ad8dcfcabfa3ff0e6d74203adc943714e76612e
member3-0064,UIT-MLReceipts,val,images/001068.jpg,1536,2048,7,e56bd1e8b1d22dcbc7397f477e6893fb071f520c4a93a0753acecd5ccfb8abe4
member3-0065,UIT-MLReceipts,val,images/001069.jpg,1536,2048,6,4831456aab83f1aecb00662140c6c3162e2b24e86bc2e2bd2260d2c0f6a15ed5
member3-0066,UIT-MLReceipts,val,images/001070.jpg,2048,1536,7,8d40829dcf19043f121f895f1d44a3fced9fa528feaaf420862a94f0325fa253
member3-0067,UIT-MLReceipts,val,images/001071.jpg,2048,1536,7,bfabb526c2a775260e76e5bf2420defe85cf9639558743a24219b35be45ab029
member3-0068,UIT-MLReceipts,val,images/001072.jpg,302,403,7,db2d0f994ef4744237849d0b2ffe06a7d1cfc20e1f39dd195ccd70bb7e53cca7
member3-0069,UIT-MLReceipts,val,images/001073.jpg,2048,1536,6,e85afbd9d1e939ddc8ed28e5526b47728ea63919420695fa3cc93f8e8c64251f
member3-0070,UIT-MLReceipts,val,images/001074.jpg,956,1276,5,34bf6c7b6710bcec1772bae39e7208cae26e150dd7778f671b9069f22bc4e8f6
member3-0071,UIT-MLReceipts,val,images/001075.jpg,2048,1536,5,bff94f2042b0683fc0b2bc12b68eaac7b3a5ad394fd8011bf53a46bb75f12899
member3-0072,UIT-MLReceipts,val,images/001076.jpg,1276,956,7,e9cdb7c686476f403d9c4f82c3c4c997ba6e6ab8d9cdc77fc4a5baa40365344b
member3-0073,UIT-MLReceipts,val,images/001077.jpg,2048,1536,7,426657fa69af21daa1d1bc0442c2e80bf72db539712f1d8544c2d2fd0360e64a
member3-0074,UIT-MLReceipts,val,images/001078.jpg,720,960,6,50c7c3b0582a75c1f47cf7c6c32f830e18b0e5e97b431ff8923c723e68bb4cfd
member3-0075,UIT-MLReceipts,val,images/001079.jpg,2048,1536,7,1b2355e66d5af25e9758bb951b5d9c29b0511552986c201dea02cef46b1e8407
member3-0076,UIT-MLReceipts,val,images/001080.jpg,302,403,7,8d34810e2770083d4b6ca108d1714e6e756d11c9642206e104255b6926270267
member3-0077,UIT-MLReceipts,val,images/001081.jpg,2048,1536,7,303f41fe35872f0b1a6cb775aac40f4cc9ecb0c51e1111e2e4225e7e198cfab1
member3-0078,UIT-MLReceipts,val,images/001082.jpg,1536,2048,4,e5fda9ddd22627a87d3af1774355774ecf71fcf74770cef7ddc2bec7b5d5169b
member3-0079,UIT-MLReceipts,val,images/001083.jpg,2048,1536,7,87c3e38c21b5aca0638f725cefa56c0f6fe5a576c7d6c169ff1619daa0e08816
member3-0080,UIT-MLReceipts,val,images/001084.jpg,1280,960,5,c019537ab28f40809c41dd52ea33fbb31db9d0027346728f9590005a0248f17c
member3-0081,UIT-MLReceipts,val,images/001085.jpg,480,640,5,001d4ef56f675984e49e8233c3bf6833c016a7d7ae700b5ab97221106b82be6a
member3-0082,UIT-MLReceipts,val,images/001086.jpg,1536,2048,5,3accaa24e336cdf25bf170b019fea356676a4432db3e4404968ae9b23b798035
member3-0083,UIT-MLReceipts,val,images/001087.jpg,2048,1536,7,71177ee325e77cb7db33b32f163304556b186d1b83b71ae90013f43fc4149e92
member3-0084,UIT-MLReceipts,val,images/001088.jpg,2048,1536,5,3cf5ad34c591238e64bcd7976bac8ca25a562c86e4041c97df33d2a00ee1ec60
member3-0085,UIT-MLReceipts,val,images/001089.jpg,2048,1536,4,7b4de6f161090fc10433f707d2d151c4c0ff03d6897831ed989cb444e907405f
member3-0086,UIT-MLReceipts,val,images/001090.jpg,1536,2048,7,6d53774616d837e8009efe9549e27d9c6fcb332f4e2e664a065b279e3eb82a40
member3-0087,UIT-MLReceipts,val,images/001091.jpg,1536,2048,7,41ef3afe5d95d280c2c81405903b61d6c13c0c8a4461da4e41a57eac45589633
member3-0088,UIT-MLReceipts,val,images/001092.jpg,2048,1536,6,51a6051c66c8200b51345f5823d8ab8f0adfa5e94933805ab3afb5d0d7821eff
member3-0089,UIT-MLReceipts,val,images/001093.jpg,1536,2048,5,b474da99bf9e38850d3d7164ca543e40af444cd552b4023493857a7525509fe3
member3-0090,UIT-MLReceipts,val,images/001094.jpg,1536,2048,7,d0352989bb6a4fc6d733e950dcbc139fe12535a8f94c34848c3ead13b03dfd7c
member3-0091,UIT-MLReceipts,val,images/001095.jpg,960,720,6,e976161fcee915763ad7ad2d8e42c8646db36c67810957077d4048b403919193
member3-0092,UIT-MLReceipts,val,images/001096.jpg,2048,1536,7,a623984f034b76bd966296b7ef572c3888d20464d072b1b2a4fc9940463d6064
member3-0093,UIT-MLReceipts,val,images/001097.jpg,2048,1536,4,c25e5f96739cb10f85125b3eaa8a0c74aaef088a62d3c802d1189c2156128a59
member3-0094,UIT-MLReceipts,val,images/001098.jpg,1536,2048,7,1b4b144fd621cc0d733338866f50a38b1a84fab49b1d4760f58f3403977ac416
member3-0095,UIT-MLReceipts,val,images/001099.jpg,1536,2048,7,18ca2f57b1f8b08e33948d6c9a18aaab42bd06d15af136936516121db630206c
member3-0096,UIT-MLReceipts,val,images/001100.jpg,1536,2048,7,b7a774d4800debc44e0e1b2876f57a397acd3d8052a7999d3a9b93582f28d4fb
member3-0097,UIT-MLReceipts,val,images/001101.jpg,2048,1536,5,9c5f4fafc486ceb57157f0e96b0e6fc39bebd0d208c92b4781e9d14dee71c6c6
member3-0098,UIT-MLReceipts,val,images/001102.jpg,1536,2048,6,e058a51875c64fb86e156c5b28bf682ebe2ceac03e18fab7bb786fe1af4bdbc8
member3-0099,UIT-MLReceipts,val,images/001103.jpg,640,1280,5,1185ee7850d0e5ed62488878bbc6c42835aa85ec7a0333b5c19099cf5f327a23
member3-0100,UIT-MLReceipts,val,images/001104.jpg,1276,956,6,590422224000f0ad21fb35cc65a34aaed412b02e429092933728b53a0ca68189
member3-0101,UIT-MLReceipts,val,images/001105.jpg,720,960,6,56ade9fd248e55231c9fb062c7623c63c83fd2ea09a32f034e98df914c84667e
member3-0102,UIT-MLReceipts,val,images/001106.jpg,1536,2048,4,1e94a02da88823a3fac2f5057c5ae6b52d2bed4ea719a02312549efd06e09ab0
member3-0103,UIT-MLReceipts,val,images/001107.jpg,1536,2048,5,ba94b8cfdadbfff4a4a7ac5c00f457f8f776fafee407834435259d3bf21df66e
member3-0104,UIT-MLReceipts,val,images/001108.jpg,1536,2048,7,0aa675ec1b4d06958f73e69ae6ff1309b84bbf6ba617cb122c648743abfa6c14
member3-0105,UIT-MLReceipts,val,images/001109.jpg,2048,1536,7,ae650721285779789f82db70900c664ad725dcd6c997546207b5d8069c9fa312
member3-0106,UIT-MLReceipts,val,images/001110.jpg,459,918,5,c2738d1fa9bf42c990a582aeabf7be6307cdd448dbc790d8d695b6b7aadfd56b
member3-0107,UIT-MLReceipts,val,images/001111.jpg,1536,2048,5,54f1f7f0b7fdad50cd8351f376858b77b0d85497bafd65daf427c443c853ca5f
member3-0108,UIT-MLReceipts,val,images/001112.jpg,720,960,4,e03a2df0d42781d5f044d45bb83716ef6def238f61e81e36d5266b5e787c0784
member3-0109,UIT-MLReceipts,val,images/001113.jpg,302,403,7,8be2a8c991228cdad202761e8ebc23ac4b223f1e0973c6be6680d318ed5f5823
member3-0110,UIT-MLReceipts,val,images/001114.jpg,2048,1536,5,94f6f60116bd92714488196a29f5463603c85b748eef5494dc1e5a66966a9e13
member3-0111,UIT-MLReceipts,val,images/001115.jpg,2048,1536,5,d2e79e81111f0c9d13f187cf7b4ed513f657263404631da99723ce9c6928eaf6
member3-0112,UIT-MLReceipts,val,images/001116.jpg,2048,1536,7,33e60e6db2358164f17600dc2f975854d9ca365f0e4924bd4508f27ce9a64f96
member3-0113,UIT-MLReceipts,val,images/001117.jpg,1536,2048,7,53d6b2c9bee35c5d6532d08edabae30316dc84c61d2df652debe08c8844a78c8
member3-0114,UIT-MLReceipts,val,images/001118.jpg,956,1276,6,43505768ddefe2ff12beabb2ec5fffc24f3a471fcf2983564fd8781703a0e161
member3-0115,UIT-MLReceipts,val,images/001119.jpg,1152,2048,5,aa4ea158d3fa598970ced4f3000ada6d0da9717362baa14fd57898f112a02cc8
member3-0116,UIT-MLReceipts,val,images/001120.jpg,2048,1536,5,0b4fd5d78a8428365f31edd2c2cc590b55cec0cddaede85ccb5a9b61cdead15b
member3-0117,UIT-MLReceipts,val,images/001121.jpg,2048,1536,5,313f1410cb315be76675d4ce703965fcbde3422f143dbf5b6bee038b1734418d
member3-0118,UIT-MLReceipts,val,images/001122.jpg,2048,1536,4,cf1915548ca5e35a32be4af12add911d93ca0b6e88d5e5dbae6ae2472ec671db
member3-0119,UIT-MLReceipts,val,images/001123.jpg,1276,956,6,88c559136b42126a5a8846208c1867c7af5c518cf87a17fdab180647c0fbf1a1
member3-0120,UIT-MLReceipts,val,images/001124.jpg,2048,1536,4,afd3d6fc8173b8d67292b0ce4d9944dfb2dd04e179d857bbae20114af14ee869
member3-0121,UIT-MLReceipts,val,images/001125.jpg,1536,2048,5,cf28d03b127ff1a0c0676e498dbb47f59f97c194efa7e0b2ff3380a40fdd3518
member3-0122,UIT-MLReceipts,val,images/001126.jpg,2048,1536,4,a5514ff4e6473a23f4e19453f63f3da5332f8f10cd9fbdad1bd5ffdfbc8074b3
member3-0123,UIT-MLReceipts,val,images/001127.jpg,1536,2048,7,fff3e8b9c5764546e82d2cb77a7aeade913b7379eea737194fa75fa980cd9a93
member3-0124,UIT-MLReceipts,val,images/001128.jpg,1536,2048,7,afd0a6b49389d7b27256666a4009bfde7a4e2074551216b5fda8ed3b7a9f25de
member3-0125,UIT-MLReceipts,val,images/001129.jpg,960,1280,5,a4d94fdcf504a1b0061a9b5c9e622f30bfddc70863e8c319e51e58afca89f6bd
member3-0126,UIT-MLReceipts,val,images/001130.jpg,1536,2048,8,78c6be4ea989088b73437c57505345d3ec2ce2f14ae5a17d56d532a417223965
member3-0127,UIT-MLReceipts,val,images/001131.jpg,2048,1536,5,ddcf2261c91a28d6db0518fe4901d2adc11eb7951efc7971e7e59fca1411cf37
member3-0128,UIT-MLReceipts,val,images/001132.jpg,1536,2048,7,150258ef7b2fdfb803632c9659fc4de64f2d76682a5d42037752657493caaca6
member3-0129,UIT-MLReceipts,val,images/001133.jpg,1276,956,7,1f8a7044589c36a69919ccb8ca03a86dca88d958aff28f010c9fae8a691b7619
member3-0130,UIT-MLReceipts,val,images/001134.jpg,1536,2048,5,2e6b99195917b6aef0c2f84a4a9bd2e64ee775cb1b907686702198b654a9cbfb
member3-0131,UIT-MLReceipts,val,images/001135.jpg,956,1276,5,4385e811ca56369659e5cc6f0d6b2975ecfa05b67daf2f2ccbbdb71a4372b2f1
member3-0132,UIT-MLReceipts,val,images/001136.jpg,720,960,7,48c56498df31f8cf1a8a44d5d5dcdb5b8a190042513e08a66dae0ee14c0dd012
member3-0133,UIT-MLReceipts,val,images/001137.jpg,2048,1536,5,ab173720cd8b54617abcc991489d837b05799082d0c738de004127519186f6fd
member3-0134,UIT-MLReceipts,val,images/001138.jpg,1536,2048,7,53c0c86ade32b8f4c097ccb4c0ac495b75378a1a5aab9faa97e68aeec410b63a
member3-0135,UIT-MLReceipts,val,images/001139.jpg,1536,2048,7,abe356646b361dd7c917c569729ea11212344a36e65d4cb891062f2804ac594d
member3-0136,UIT-MLReceipts,val,images/001140.jpg,956,1276,6,2428e5eaa95138ebf7e2e1b9f6ff7b67cb33ddc36a41ff9303adf756c7fdb1ce
member3-0137,UIT-MLReceipts,val,images/001141.jpg,1152,2048,7,5a8acc7aa125778b5349a3f255b8b3ec6a750e54e1d276b071ffded20be37184
member3-0138,UIT-MLReceipts,val,images/001142.jpg,2048,1536,7,30df85213b58b05aad23c5a7c4a83f812a0338c382a0ff37197e61eddb8bea2c
member3-0139,UIT-MLReceipts,val,images/001143.jpg,1536,2048,5,73ec40e000f16c3e88a42241ce50e67d1e48be73f1f1b1bc61079c41ed5b54a9
member3-0140,UIT-MLReceipts,val,images/001144.jpg,956,1276,5,f2630fee2ff95f9efba64d8ff2ea16739be403945a9adf20e025dae307e37c6d
member3-0141,UIT-MLReceipts,val,images/001145.jpg,2048,1536,7,bc674831632f2d1017498c15d353e2229e1c3a31edd2105678a22c3bbccb0f6d
member3-0142,UIT-MLReceipts,val,images/001146.jpg,1536,2048,7,a8067a1bd613784ef539fce7f671bcfb6bb41002094ebeac32c115703a3b78ef
member3-0143,UIT-MLReceipts,val,images/001147.jpg,2048,1536,7,f8a0e47344d6346511d5636f176e53f7d8ac184a34076cb168379c6375f4dde2
member3-0144,UIT-MLReceipts,val,images/001148.jpg,302,403,7,335cb4fce10a65b82be647f561972b60e8e30bc52648db665b9292746be4b2cc
member3-0145,UIT-MLReceipts,val,images/001149.jpg,1536,2048,8,39bc3f9bb1869bdb619d56f71f7d96b5ab759c38d2d3601856994a2993c55c02
member3-0146,UIT-MLReceipts,val,images/001150.jpg,303,540,5,11434f7b4ce761d6eaf0b5293ca2283489f5a884e93e03f2fd076cf62714a005
member3-0147,UIT-MLReceipts,val,images/001151.jpg,1536,2048,5,3396b5d87e6479ce7bfd496b1a11a062028a758faeec8f0fa8635113b89d1d9b
member3-0148,UIT-MLReceipts,val,images/001152.jpg,2048,1536,7,2d84c64f223a68d5300982a933879d97aa4a5c056bbf279000c5dc573ed79354
member3-0149,UIT-MLReceipts,val,images/001153.jpg,1536,2048,9,6934cbb1df819a3c2ab2e26f89e7e961a2b328b67fcb6877f05d4ee3b86a1121
member3-0150,UIT-MLReceipts,val,images/001154.jpg,2048,1536,5,71e03c895755dcda07f66458ef7ced3e1b52a9feb6d3fc236a144d551d8e8458
member3-0151,UIT-MLReceipts,val,images/001155.jpg,2048,1536,6,b7c0ebcf7e23f32a1b0341ffd433f62d9e1c7e14ba193e2a7f0b964ca36592cd
member3-0152,UIT-MLReceipts,val,images/001156.jpg,2048,1536,7,ccdd7aabb405c73cc754d4fccc10adc91dc328ac23b55d5a7842fa2ea5763733
member3-0153,UIT-MLReceipts,val,images/001157.jpg,2048,1536,7,ddcbec4939f7406c48d5a83472211d72ce1e3d9a6c5a00cbbbcc5b274ebeaf25
member3-0154,UIT-MLReceipts,val,images/001158.jpg,960,1707,7,c572967c4c6a2a7a05625b96ba3251d2d3a46655996b16433b31d51e154c0c1f
member3-0155,UIT-MLReceipts,val,images/001159.jpg,1536,2048,4,df6b36da180dde0fca13f684d4d250551c88135a5c1a818df8772f6c625187ac
member3-0156,UIT-MLReceipts,val,images/001160.jpg,2048,1536,4,cf7bde310a766d4b1865873b4ea9214bba3375d6c92c67d4643a658ff72df1fd
member3-0157,UIT-MLReceipts,val,images/001161.jpg,459,918,5,a029f57ebff38fbd25f39c9f40f4a423fb001c9494bf1202a91cd06325b4dbb3
member3-0158,UIT-MLReceipts,val,images/001162.jpg,1536,2048,7,b438a73776b6c3573db6cca90736d92179be6b0421b5b5210d208fa06065e65d
member3-0159,UIT-MLReceipts,val,images/001164.jpg,956,1276,7,9239ecf0f45f840f3a61770d7a007087cb34663af8b7c291e00c904aff802779
member3-0160,UIT-MLReceipts,val,images/001165.jpg,956,1276,6,cd4ddc3ac544ecd01151ff256e8f926b286710a3e08aa6d55c2aa9511754f096
member3-0161,UIT-MLReceipts,val,images/001166.jpg,1536,2048,5,0b52cdc5af7a4885c002bc72268e41f284a5aac9fe2d2a318c91f9c6bdf4b27b
member3-0162,UIT-MLReceipts,val,images/001167.jpg,1152,2048,7,f0a8be9afed2cfc6f9fe7fd5abea6013cb3516393d8763d51a588e9167450443
member3-0163,UIT-MLReceipts,val,images/001168.jpg,1536,2048,7,f88f82c3f64ca2b02180b81bec7baa560e3976f8eed7016610dc0aabc6ba22ae
member3-0164,UIT-MLReceipts,val,images/001169.jpg,2048,1536,6,abdf5e1418fa3217477b352fc5fa3ad705de62a42c2e264f5574b5651de6abfd
member3-0165,UIT-MLReceipts,val,images/001170.jpg,720,960,6,67d851f3fc177e5e156e23a62123da5f165e3e09b3e971771e4beb16998f8625
member3-0166,UIT-MLReceipts,val,images/001171.jpg,2048,1536,4,0ac1835983d243787bf03d9011a8992bb5ddf324d0ac4fcc7f2c24559b016a89
member3-0167,UIT-MLReceipts,val,images/001172.jpg,2048,1536,7,deb7ed3869528172dd96c29eef75900c25c415dcd8bfe698081d7e9526f636fd
member3-0168,UIT-MLReceipts,val,images/001173.jpg,960,1280,4,f921b33368a867b2348ed64b1f887afbc0734558fcdeb8ab2529a97e9727d332
member3-0169,UIT-MLReceipts,val,images/001174.jpg,1536,2048,7,d6e4c978c6cf96dab133e79af8a9045872f600264d54c9a85c8c7c9fd9f19f61
member3-0170,UIT-MLReceipts,val,images/001175.jpg,2048,1536,4,369774139761e16c4efedc1e98f0d8dab8a2d1f7c7fa00c616124099782d8b8c
member3-0171,UIT-MLReceipts,val,images/001176.jpg,2048,1536,5,fbc8849394990d9b72edd8a8ad2a35e91688143d8d7a721c1bb7655ef1ad6150
member3-0172,UIT-MLReceipts,val,images/001177.jpg,946,2048,6,42164d3f3a3a7e39e2475cbba0f323a6f613adac520be785d25dbe3ffb8d5264
member3-0173,UIT-MLReceipts,val,images/001178.jpg,960,640,6,7cfc8756b5212ad2dcd44a6eafe375b140e07ae07945e7e1b9811c865559c543
member3-0174,UIT-MLReceipts,val,images/001179.jpg,2048,1536,7,536053b80df3cdc6a8a6bacf0df200b8dcac53f399eab0850b9df662b4feeeed
member3-0175,UIT-MLReceipts,val,images/001180.jpg,1536,2048,7,931f813f8acf908c600e716a83f6f7d2f978be77ad29b965adb6a4c3196abf74
member3-0176,UIT-MLReceipts,val,images/001181.jpg,1536,2048,4,c1eccfaf548e92aeefd6c2bffec55b0f71db47bd55199fd74bacc78cce5b74e3
member3-0177,UIT-MLReceipts,val,images/001182.jpg,956,1276,5,f076a4c69df61589c1ad2a25caa69d4e249517e0ce043aab2a63b3f3b11134e5
